"","lat_fit","lon_fit","lon_dist","lat_dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","CO2_ppm_ave","adjusted_ppm","AirTemp_c","VaisalaType","Total_hPa","COLM_waterTempAve","DOC","TDN","ele_fit","dist_diff","Total_flux","dist","slope50m"
"1",-0.34008041087091,-78.1995123160602,-78.1995077159309,-0.34009041087091,-0.34007141366601,-78.1994964648038,3948.75,2021-07-09 11:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.63924134997,1.22532597288796,NA,0,-0.0274224057736438
"2",-0.34009041087091,-78.1995077159309,-78.1994991811166,-0.34010041087091,-0.34009194932878,-78.1995077803731,3950.19,2021-07-09 11:30:00,"2021-07-09","EOS2",-0.665,1,468.692307692308,701.356737021668,6.932,"old",626.0484,7.28,2.753,0.1637,3948.60597501901,1.46350413188725,NA,1.46350413188725,-0.0282626953055582
"3",-0.34010041087091,-78.1994991811166,-78.1994946190083,-0.34011041087091,-0.340098990127444,-78.1995063554496,3952.12,2021-07-09 11:29:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.5655554978,1.22356325296846,NA,2.68706738485571,-0.0283203382196408
"4",-0.34011041087091,-78.1994946190083,-78.1994945213228,-0.34012041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.53118936476,1.11324801792875,NA,3.80031540278446,-0.0285629047980497
"5",-0.34012041087091,-78.1994945213228,-78.1994969356414,-0.34013041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.49946837642,1.14517801306079,NA,4.94549341584525,-0.0287820701140831
"6",-0.34013041087091,-78.1994969356414,-78.1994998025159,-0.34014041087091,-0.340134026482701,-78.1994988955557,3949.71,2021-07-09 11:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.46638731245,1.15803671087497,NA,6.10353012672022,-0.0289419117947773
"7",-0.34014041087091,-78.1994998025159,-78.1995018188547,-0.34015041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.43247082727,1.13559783186065,NA,7.23912795858087,-0.0290936073196384
"8",-0.34015041087091,-78.1995018188547,-78.1995025494507,-0.34016041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.39875881425,1.11616180204828,NA,8.35528976062915,-0.0292651294810359
"9",-0.34016041087091,-78.1995025494507,-78.1995022151138,-0.34017041087091,-0.340161686763167,-78.1995046790689,3950.67,2021-07-09 11:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.3651873007,1.11381688336928,NA,9.46910664399843,-0.0294417573291108
"10",-0.34017041087091,-78.1995022151138,-78.1995013950264,-0.34018041087091,-0.340174594894052,-78.1994945369661,3948.75,2021-07-09 11:35:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.33125530261,1.11693186176285,NA,10.5860385057613,-0.0295973073849412
