"","DOC","TDN","lon_fit","lat_fit","dist","ele_fit","Date"
"1",3.413,0.1029,-78.1941064781419,-0.31470441296339,453.869643489713,4268.90399943226,"2021-07-06"
"7",3.958,0.09001,-78.1941064781419,-0.31470441296339,453.869643489713,4268.90399943226,"2021-07-06"
"13",3.866,0.1229,-78.1940521108975,-0.31473441296339,446.957018773485,4268.85570500025,"2021-07-05"
"26",3.018,0.07629,-78.1935972188465,-0.31514441296339,378.314985792416,4276.51056287121,"2021-07-05"
"38",2.809,0.101,-78.1922051686039,-0.317094145205021,48.3131455996609,4315.57397150804,"2021-07-05"
"40",2.405,0.1359,-78.1921753384774,-0.316534145205021,112.084982174404,4311.79285817506,"2021-07-06"
"42",3.059,0.09726,-78.1922104186143,-0.317124145205021,44.9227008726605,4315.87434508252,"2021-07-05"
"43",3.226,0.125,-78.192187921553,-0.317394145205021,14.3529986201968,4319.27481418304,"2021-07-05"
