"","lon_fit","lat_fit","ele_fit","dist","Date","Flux_ave","pCO2_ppm","AirTemp_c","WaterTemp_c","air_pressure_hpa","surface_area","flux_umolpers","Totalflux_umolpers","DOC","TDN","Wetland","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","CO2_air_ppm","WaterTemp_K","KH_mol.L.atm","CO2_CO2asC_gperL","air_pressure_atm","pCO2_air_atm","deltaCO2","Flux_gC_m2_s","k_m_d","k_m_d_2","Sc","K600.effective"
"1",-78.1921410916266,-0.317504145205021,4322.59327825943,0,"2021-07-05",0.0833333333333333,NA,NA,NA,NA,1.07881816976387,0.089901514146989,0.089901514146989,NA,NA,"ANTE",0,NA,NA,NA,NA,NA,416.45,NA,NA,NA,NA,NA,NA,0.0864,NA,NA,NA,NA
"2",-78.1921811778529,-0.317380145205021,4319.31051203683,14.5562833499395,"2021-07-05",1,5341.61136046959,6.667,9.09625,627.6114,4.09283994113785,4.09283994113785,4.18274145528484,3.226,0.125,"ANTE",14.5562833499395,NA,NA,NA,NA,NA,416.45,282.24625,0.0550874367127126,0.0035310681331653,0.61940431400562,0.00025795092656764,0.00018030763697174,1.0368,5750.17241317683,5.75017241317683,1091.32532592627,7.75500993421262
"3",-78.1922030637479,-0.317253145205021,4316.71607467126,28.9038836298245,"2021-07-05",0.085,1276.56622842094,6.666,8.905,627.7364,3.83687311227429,0.326134214543315,4.50887566982816,NA,NA,"ANTE",28.9038836298245,NA,NA,NA,NA,NA,416.45,282.055,0.0554059707677111,0.000848752693619253,0.61952767941812,0.000258002302093676,3.273109892388e-05,0.088128,2692.48521734489,2.69248521734489,1103.94775259323,3.65217822000564
"4",-78.1922158884628,-0.317135145205021,4314.84512161147,42.1215520314047,"2021-07-05",0.055,1132.42919449067,6.662,8.53875,627.8904,4.09954063002327,0.22547473465128,4.73435040447944,3.059,0.09726,"ANTE",42.1215520314047,NA,NA,NA,NA,NA,416.45,281.68875,0.0560223481909216,0.000761296111623855,0.61967966560632,0.000258065596741752,2.81921551250219e-05,0.057024,2022.6903458469,2.0226903458469,1128.60118426677,2.7741122316245
"5",-78.1922170961156,-0.317096145205021,4314.42219494504,46.4655390620921,"2021-07-05",1.365,11459.5736060227,6.666,8.41425,627.9044,0,0,4.73435040447944,2.809,0.101,"ANTE",46.4655390620921,NA,NA,NA,NA,NA,416.45,281.56425,0.0562338008782988,0.00773298456373547,0.61969348253252,0.000258071350800668,0.00042034278119874,1.415232,3366.85215805067,3.36685215805067,1137.12734185186,4.63503451364143
"6",-78.1921692018141,-0.316536145205021,4312.01848166081,110.19216521815,"2021-07-06",0.255,4894.49268093836,6.89,9.337,626.4394,16.6225715907439,4.2387557556397,8.97310616011913,2.405,0.1359,"ANTE",110.19216521815,NA,NA,NA,NA,NA,416.45,282.487,0.0546896678660156,0.00321213814911796,0.61824763989802,0.00025746922963553,0.000161589861860533,0.264384,1636.14224899943,1.63614224899943,1075.67752821699,2.19071802738555
"7",-78.1923638551103,-0.316258145205021,4309.07212181518,148.03007943653,"2021-07-06",0.245,1578.68610805354,6.89,9.337,626.4394,30.482766066753,7.46827768635449,16.4413838464736,NA,NA,"ANTE",148.03007943653,NA,NA,NA,NA,NA,416.45,282.487,0.0546896678660156,0.00103605382696969,0.61824763989802,0.00025746922963553,4.25805330338008e-05,0.254016,5965.54298177433,5.96554298177433,1075.67752821699,7.98758332981651
"8",-78.1925582964592,-0.316121145205021,4306.77103956293,174.664389379009,"2021-07-06",0.11,928.338098023544,6.884,9.195,626.2784,15.8635771273264,1.7449934840059,18.1863773304795,NA,NA,"ANTE",174.664389379009,NA,NA,NA,NA,NA,416.45,282.345,0.0549238503883515,0.000611854833667823,0.61808874524672,0.000257403057957996,1.9467856298972e-05,0.114048,5858.27213066198,5.85827213066198,1084.87455912387,7.87741415457282
"9",-78.1926650738771,-0.315761145205021,4302.22219319011,221.748536809626,"2021-07-06",0.235,1272.84131768892,6.879,9.0615,626.3334,13.4486434955066,3.16043122144404,21.3468085519236,NA,NA,"ANTE",221.748536809626,NA,NA,NA,NA,NA,416.45,282.2115,0.05514514565431,0.000842292238305353,0.61814302602822,0.000257425663189452,3.22525524731038e-05,0.243648,7554.37884189737,7.55437884189737,1093.60611689381,10.198906268518
"10",-78.1927683230141,-0.315590145205021,4301.83230818095,244.169280036623,"2021-07-06",0.285,1209.46321045246,6.879,9.0615,626.3334,15.2030561664804,4.33287100744692,25.6796795593705,NA,NA,"ANTE",244.169280036623,NA,NA,NA,NA,NA,416.45,282.2115,0.05514514565431,0.000800352298847164,0.61814302602822,0.000257425663189452,2.9939768402949e-05,0.295488,9869.4150209557,9.8694150209557,1093.60611689381,13.3243567512891
"11",-78.1928365675538,-0.315412145205021,4301.504074667,265.812650572115,"2021-07-06",0.285,1311.06243059615,6.876,8.96025,626.3154,13.9879769198336,3.98657342215258,29.6662529815231,NA,NA,"ANTE",265.812650572115,NA,NA,NA,NA,NA,416.45,282.11025,0.0553137166817348,0.000870236830056745,0.61812526140882,0.000257418265113703,3.38972724785667e-05,0.295488,8717.16154114869,8.71716154114869,1100.28370115607,11.8046144937917
"12",-78.193095483871,-0.3152581,4296.34854122442,303.447112341851,"2021-07-06",0.265,522.961503568738,6.872,8.782,626.3554,16.2771875176393,4.31345469217442,33.9797076736975,NA,NA,"ANTE",303.447112341851,NA,NA,NA,NA,NA,416.45,281.932,0.0556120342822079,0.000348995436776876,0.61816473834082,0.000257434705282034,5.09187853879517e-06,0.274752,53958.8676176497,53.9588676176497,1112.15638540423,73.4632489998088
