,lon_fit,lat_fit,lon_dist,lat_dist,dist_old,dist,lon,lat,ele,time,lat_wypt,lon_wypt,ele_wypt,Date,EOS_no,Flux_ave,Tract,Point,CO2_ppm_ave,adjusted_ppm,DOC,TDN,ele_fit
1,-78.19212149,-0.317504145,NA,NA,0,456.2738394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,-78.19212936,-0.317494145,-78.19212149,-0.317504145,1.41645987,454.8573795,-78.19214512,-0.317498781,4322.71,7/12/2021 12:47,NA,NA,NA,7/5/2021,EOS2,0.083333333,1,1,651.8833333,984.4754058,NA,NA,4321.089309
3,-78.19213684,-0.317484145,-78.19212936,-0.317494145,2.806614818,453.4672246,-78.19216121,-0.317504145,4322.22,7/12/2021 12:47,-0.317504983,-78.19215501,4322.055664,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.887034
4,-78.19214394,-0.317474145,-78.19213684,-0.317484145,4.171806002,452.1020334,-78.19214243,-0.317476066,4323.67,7/12/2021 12:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.689224
5,-78.19215067,-0.317464145,-78.19214394,-0.317474145,5.51337088,450.7604685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.495982
6,-78.19215703,-0.317454145,-78.19215067,-0.317464145,6.832640437,449.4411989,-78.19214797,-0.317453183,4324.63,7/12/2021 12:46,-0.317448992,-78.19215601,4324.983887,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.307381
7,-78.19216303,-0.317444145,-78.19215703,-0.317454145,8.130936214,448.1429032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.12347
8,-78.19216868,-0.317434145,-78.19216303,-0.317444145,9.409567194,446.8642722,-78.19216263,-0.317426445,4318.86,7/12/2021 12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.944277
9,-78.19217399,-0.317424145,-78.19216868,-0.317434145,10.66982654,445.6040128,-78.19218091,-0.317422925,4315.98,7/12/2021 12:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.769816
10,-78.19217399,-0.317424145,-78.19216868,-0.317434145,10.66982654,445.6040128,-78.19216616,-0.317418398,4322.71,7/12/2021 12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.769816
11,-78.19217896,-0.317414145,-78.19217399,-0.317424145,11.91298826,444.3608511,-78.19216632,-0.317409262,4319.34,7/12/2021 12:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.600091
12,-78.1921836,-0.317404145,-78.19217896,-0.317414145,13.14030379,443.1335356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.435093
13,-78.19218792,-0.317394145,-78.1921836,-0.317404145,14.35299862,441.9208408,NA,NA,NA,NA,NA,NA,NA,7/5/2021,EOS2,1,1,2,3097.733333,4671.762465,3.226,0.125,4319.274814
14,-78.19219193,-0.317384145,-78.19218792,-0.317394145,15.55226893,440.7215705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.119241
15,-78.19219563,-0.317374145,-78.19219193,-0.317384145,16.73927831,439.5345611,-78.19216926,-0.317368945,4317.9,7/12/2021 12:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.968361
16,-78.19219903,-0.317364145,-78.19219563,-0.317374145,17.91515465,438.3586847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.821479
17,-78.19220215,-0.317354145,-78.19219903,-0.317364145,19.08098719,437.1928522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.677742
18,-78.19220497,-0.317344145,-78.19220215,-0.317354145,20.23782382,436.0360156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.536914
19,-78.19220752,-0.317334145,-78.19220497,-0.317344145,21.38666864,434.8871707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.398774
20,-78.19220981,-0.317324145,-78.19220752,-0.317334145,22.52847977,433.7453596,-78.19220052,-0.317317815,4318.86,7/12/2021 12:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.263117
21,-78.19221183,-0.317314145,-78.19220981,-0.317324145,23.66416759,432.6096718,-78.19220781,-0.317309098,4316.94,7/12/2021 12:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.129749
22,-78.19221359,-0.317304145,-78.19221183,-0.317314145,24.79459319,431.4792462,-78.19222458,-0.317301387,4317.42,7/12/2021 12:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.99849
23,-78.19221511,-0.317294145,-78.19221359,-0.317304145,25.92056727,430.3532721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.869172
24,-78.19221639,-0.317284145,-78.19221511,-0.317294145,27.0428493,429.2309901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.741637
25,-78.19221744,-0.317274145,-78.19221639,-0.317284145,28.16214712,428.1116923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.61574
26,-78.19221827,-0.317264145,-78.19221744,-0.317274145,29.27911678,426.9947226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.491344
27,-78.19221887,-0.317254145,-78.19221827,-0.317264145,30.39436276,425.8794766,NA,NA,NA,NA,NA,NA,NA,7/5/2021,EOS2,0.085,1,3,683.35,1029.212553,NA,NA,4317.368321
28,-78.19221927,-0.317244145,-78.19221887,-0.317254145,31.50843844,424.7654009,-78.19219893,-0.31724087,4317.42,7/12/2021 12:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.246553
29,-78.19221947,-0.317234145,-78.19221927,-0.317244145,32.62184688,423.6519925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.125929
30,-78.19221947,-0.317224145,-78.19221947,-0.317234145,33.7350418,422.5387976,-78.19221645,-0.317227039,4314.05,7/12/2021 12:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.006346
31,-78.19221928,-0.317214145,-78.19221947,-0.317224145,34.8484288,421.4254106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.887708
32,-78.19221892,-0.317204145,-78.19221928,-0.317214145,35.96236679,420.3114726,-78.19221016,-0.317206085,4315.98,7/12/2021 12:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.769923
33,-78.19221838,-0.317194145,-78.19221892,-0.317204145,37.07716951,419.1966699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.652909
34,-78.19221768,-0.317184145,-78.19221838,-0.317194145,38.19310727,418.0807321,-78.19220982,-0.31718337,4314.53,7/12/2021 12:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.536585
35,-78.19221682,-0.317174145,-78.19221768,-0.317184145,39.3104087,416.9634307,-78.19221385,-0.317171132,4315.5,7/12/2021 12:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.420878
36,-78.19221581,-0.317164145,-78.19221682,-0.317174145,40.42926271,415.8445767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.30672
37,-78.19221465,-0.317154145,-78.19221581,-0.317164145,41.54982037,414.724019,-78.19220907,-0.317154704,4315.5,7/12/2021 12:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.195047
38,-78.19221337,-0.317144145,-78.19221465,-0.317154145,42.67219693,413.6016425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.085799
39,-78.19221195,-0.317134145,-78.19221337,-0.317144145,43.79647387,412.4773655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.978917
40,-78.19221042,-0.317124145,-78.19221195,-0.317134145,44.92270087,411.3511385,NA,NA,NA,NA,NA,NA,NA,7/5/2021,EOS2,0.055,1,4,750.575,1129.030492,3.059,0.09726,4315.874345
41,-78.19220877,-0.317114145,-78.19221042,-0.317124145,46.05089792,410.2229415,-78.19220111,-0.317114806,4315.02,7/12/2021 12:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.772031
42,-78.19220702,-0.317104145,-78.19220877,-0.317114145,47.1810573,409.0927821,-78.19222667,-0.317096449,4314.53,7/12/2021 12:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.671923
43,-78.19220517,-0.317094145,-78.19220702,-0.317104145,48.3131456,407.9606938,NA,NA,NA,NA,NA,NA,NA,7/5/2021,EOS2,1.365,1,5,6951.766667,10447.04955,2.809,0.101,4315.573972
44,-78.19220323,-0.317084145,-78.19220517,-0.317094145,49.44710573,406.8267337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.478129
45,-78.1922012,-0.317074145,-78.19220323,-0.317084145,50.58285886,405.6909805,-78.1922063,-0.317076417,4314.05,7/12/2021 12:40,-0.317078009,-78.19220597,4313.82373,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.384348
46,-78.19219911,-0.317064145,-78.1922012,-0.317074145,51.72030638,404.553533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.29258
47,-78.19219694,-0.317054145,-78.19219911,-0.317064145,52.85933179,403.4145076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.202778
48,-78.19219471,-0.317044145,-78.19219694,-0.317054145,53.99980257,402.2740368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.114896
49,-78.19219243,-0.317034145,-78.19219471,-0.317044145,55.14157204,401.1322674,-78.1922027,-0.317031154,4312.13,7/12/2021 12:39,-0.317031993,-78.19220698,4312.292969,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.028884
50,-78.19219011,-0.317024145,-78.19219243,-0.317034145,56.28448115,399.9893582,-78.19220521,-0.317022856,4311.17,7/12/2021 12:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.944695
51,-78.19218774,-0.317014145,-78.19219011,-0.317024145,57.42836032,398.8454791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.86228
52,-78.19218535,-0.317004145,-78.19218774,-0.317014145,58.57303114,397.7008082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.781588
53,-78.19218293,-0.316994145,-78.19218535,-0.317004145,59.71830815,396.5555312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.702569
54,-78.19218049,-0.316984145,-78.19218293,-0.316994145,60.86400057,395.4098388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.625171
55,-78.19217805,-0.316974145,-78.19218049,-0.316984145,62.00991398,394.2639254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.549341
56,-78.19217561,-0.316964145,-78.19217805,-0.316974145,63.15585208,393.1179873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.475026
57,-78.19217317,-0.316954145,-78.19217561,-0.316964145,64.30161833,391.9722211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.40217
58,-78.19217075,-0.316944145,-78.19217317,-0.316954145,65.44701769,390.8268217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.330718
59,-78.19216835,-0.316934145,-78.19217075,-0.316944145,66.59185831,389.6819811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.260613
60,-78.19216598,-0.316924145,-78.19216835,-0.316934145,67.73595322,388.5378862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.191796
61,-78.19216364,-0.316914145,-78.19216598,-0.316924145,68.8791221,387.3947173,-78.1922136,-0.316901067,4314.05,7/12/2021 12:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.12421
62,-78.19216135,-0.316904145,-78.19216364,-0.316914145,70.02119296,386.2526464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.057795
63,-78.19215911,-0.316894145,-78.19216135,-0.316904145,71.16200396,385.1118354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.992489
64,-78.19215692,-0.316884145,-78.19215911,-0.316894145,72.30140513,383.9724343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.928232
65,-78.19215481,-0.316874145,-78.19215692,-0.316884145,73.43926025,382.8345791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.864961
66,-78.19215276,-0.316864145,-78.19215481,-0.316874145,74.5754486,381.6983908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.802614
67,-78.1921508,-0.316854145,-78.19215276,-0.316864145,75.70986691,380.5639725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.741127
68,-78.19214893,-0.316844145,-78.1921508,-0.316854145,76.84243121,379.4314082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.680436
69,-78.19214715,-0.316834145,-78.19214893,-0.316844145,77.97307876,378.3007606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.620476
70,-78.19214548,-0.316824145,-78.19214715,-0.316834145,79.10177004,377.1720693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.56118
71,-78.19214391,-0.316814145,-78.19214548,-0.316824145,80.22849068,376.0453487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.502484
72,-78.19214247,-0.316804145,-78.19214391,-0.316814145,81.35325353,374.9205859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.44432
73,-78.19214115,-0.316794145,-78.19214247,-0.316804145,82.47610063,373.7977388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.386619
74,-78.19213996,-0.316784145,-78.19214115,-0.316794145,83.59710528,372.6767341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.329314
75,-78.19213891,-0.316774145,-78.19213996,-0.316784145,84.71637407,371.5574653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.272334
76,-78.19213802,-0.316764145,-78.19213891,-0.316774145,85.8340489,370.4397905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.215608
77,-78.19213727,-0.316754145,-78.19213802,-0.316764145,86.95030898,369.3235304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.159065
78,-78.19213669,-0.316744145,-78.19213727,-0.316754145,88.0653728,368.2084666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.102631
79,-78.19213628,-0.316734145,-78.19213669,-0.316744145,89.17950004,367.0943393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.04623
80,-78.19213605,-0.316724145,-78.19213628,-0.316734145,90.29299338,365.980846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.989785
81,-78.19213601,-0.316714145,-78.19213605,-0.316724145,91.40620024,364.8676391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.933218
82,-78.19213615,-0.316704145,-78.19213601,-0.316714145,92.51951436,363.754325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.876446
83,-78.1921365,-0.316694145,-78.19213615,-0.316704145,93.63337726,362.6404621,-78.19213942,-0.316697722,4313.09,7/12/2021 12:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.819385
84,-78.19213705,-0.316684145,-78.1921365,-0.316694145,94.74827953,361.5255599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.761947
85,-78.19213782,-0.316674145,-78.19213705,-0.316684145,95.86476182,360.4090776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.704042
86,-78.19213881,-0.316664145,-78.19213782,-0.316674145,96.98341574,359.2904236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.645574
87,-78.19214004,-0.316654145,-78.19213881,-0.316664145,98.10488436,358.168955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.586443
88,-78.19214149,-0.316644145,-78.19214004,-0.316654145,99.22986253,357.0439769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.526545
89,-78.1921432,-0.316634145,-78.19214149,-0.316644145,100.3590968,355.9147426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.465771
90,-78.19214515,-0.316624145,-78.1921432,-0.316634145,101.4933851,354.7804543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.404004
91,-78.19214737,-0.316614145,-78.19214515,-0.316624145,102.6335759,353.6402635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.341122
92,-78.19214985,-0.316604145,-78.19214737,-0.316614145,103.7805673,352.4932721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.276996
93,-78.19215261,-0.316594145,-78.19214985,-0.316604145,104.9353058,351.3385336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.211487
94,-78.19215565,-0.316584145,-78.19215261,-0.316594145,106.0987839,350.1750555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.144449
95,-78.19215898,-0.316574145,-78.19215565,-0.316584145,107.2720389,349.0018005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.075726
96,-78.1921626,-0.316564145,-78.19215898,-0.316574145,108.4561498,347.8176895,-78.19216901,-0.316568976,4315.5,7/12/2021 12:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.005152
97,-78.19216653,-0.316554145,-78.1921626,-0.316564145,109.6522352,346.6216042,-78.19216582,-0.316555062,4315.02,7/12/2021 12:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.933981
98,-78.19216653,-0.316554145,-78.1921626,-0.316564145,109.6522352,346.6216042,-78.19216171,-0.316548357,4315.5,7/12/2021 12:34,-0.316552967,-78.19215903,4316.330078,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.933981
99,-78.19216653,-0.316554145,-78.1921626,-0.316564145,109.6522352,346.6216042,-78.19217789,-0.31655632,4312.61,7/12/2021 12:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.933981
100,-78.19217078,-0.316544145,-78.19216653,-0.316554145,110.8614499,345.4123895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.863343
101,-78.19217534,-0.316534145,-78.19217078,-0.316544145,112.0849822,344.1888572,-78.19219314,-0.316542992,4312.13,7/12/2021 12:34,NA,NA,NA,7/6/2021,EOS2,0.255,1,6,3068.055556,4621.681232,2.405,0.1359,4311.792858
102,-78.19218023,-0.316524145,-78.19217534,-0.316534145,113.3240505,342.9497888,-78.19215509,-0.31651374,4308.77,7/12/2021 12:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.722128
103,-78.19218545,-0.316514145,-78.19218023,-0.316524145,114.5799002,341.6939391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.650724
104,-78.19219101,-0.316504145,-78.19218545,-0.316514145,115.8537999,340.4200395,-78.19217345,-0.316493623,4311.17,7/12/2021 12:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.578191
105,-78.19219693,-0.316494145,-78.19219101,-0.316504145,117.1470383,339.1268011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.504034
106,-78.1922032,-0.316484145,-78.19219693,-0.316494145,118.4609206,337.8129188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.427719
107,-78.19220983,-0.316474145,-78.1922032,-0.316484145,119.7967656,336.4770738,-78.19214813,-0.316428579,4307.8,7/12/2021 12:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.348665
108,-78.19221683,-0.316464145,-78.19220983,-0.316474145,121.1559021,335.1179373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.266239
109,-78.19222422,-0.316454145,-78.19221683,-0.316464145,122.5396664,333.734173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.179746
110,-78.19223199,-0.316444145,-78.19222422,-0.316454145,123.9493987,332.3244407,-78.19219775,-0.31640863,4308.77,7/12/2021 12:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.088425
111,-78.19224015,-0.316434145,-78.19223199,-0.316444145,125.3864415,330.8873979,-78.19220362,-0.316404859,4307.8,7/12/2021 12:31,-0.316407038,-78.19220102,4308.109863,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.992312
112,-78.19224871,-0.316424145,-78.19224015,-0.316434145,126.8517859,329.4220535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.891976
113,-78.19225753,-0.316414145,-78.19224871,-0.316424145,128.3356017,327.9382377,-78.19224821,-0.316408882,4312.61,7/12/2021 12:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.788167
114,-78.19225753,-0.316414145,-78.19224871,-0.316424145,128.3356017,327.9382377,-78.19224763,-0.31640335,4310.21,7/12/2021 12:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.788167
115,-78.19226628,-0.316404145,-78.19225753,-0.316414145,129.8151156,326.4587238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.682635
116,-78.19227466,-0.316394145,-78.19226628,-0.316404145,131.2671519,325.0066875,-78.19228786,-0.316404691,4310.69,7/12/2021 12:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.577282
117,-78.19228233,-0.316384145,-78.19227466,-0.316394145,132.6704007,323.6034387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.473961
118,-78.19228898,-0.316374145,-78.19228233,-0.316384145,134.0074769,322.2663625,-78.19229197,-0.316378875,4311.65,7/12/2021 12:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.374283
119,-78.19229441,-0.316364145,-78.19228898,-0.316374145,135.2741588,320.9996806,-78.19231519,-0.316373846,4311.17,7/12/2021 12:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.278877
120,-78.1922988,-0.316354145,-78.19229441,-0.316364145,136.4899238,319.7839155,-78.19235408,-0.316374768,4311.65,7/12/2021 12:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.186524
121,-78.1922988,-0.316354145,-78.19229441,-0.316364145,136.4899238,319.7839155,-78.19233597,-0.316372756,4311.17,7/12/2021 12:27,-0.316374013,-78.19233103,4312.38623,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.186524
122,-78.19230242,-0.316344145,-78.1922988,-0.316354145,137.6736993,318.6001401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.095967
123,-78.19230553,-0.316334145,-78.19230242,-0.316344145,138.8394402,317.4343992,-78.19234989,-0.316351801,4309.25,7/12/2021 12:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.006274
124,-78.19230839,-0.316324145,-78.19230553,-0.316334145,139.9974314,316.276408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.91423
125,-78.19231128,-0.316314145,-78.19230839,-0.316324145,141.1560964,315.117743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.817239
126,-78.19231446,-0.316304145,-78.19231128,-0.316314145,142.3240287,313.9498106,-78.19233857,-0.316308048,4308.77,7/12/2021 12:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.715372
127,-78.19231446,-0.316304145,-78.19231128,-0.316314145,142.3240287,313.9498106,-78.19234394,-0.316317016,4310.21,7/12/2021 12:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.715372
128,-78.19231818,-0.316294145,-78.19231446,-0.316304145,143.5120047,312.7618347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.608417
129,-78.19232273,-0.316284145,-78.19231818,-0.316294145,144.7347286,311.5391108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.495765
130,-78.19232835,-0.316274145,-78.19232273,-0.316284145,146.0120227,310.2618166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.376364
131,-78.19233533,-0.316264145,-78.19232835,-0.316274145,147.3691917,308.9046477,-78.1923343,-0.316269575,4308.77,7/12/2021 12:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.248808
132,-78.19234391,-0.316254145,-78.19233533,-0.316264145,148.8364694,307.43737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.111635
133,-78.19235438,-0.316244145,-78.19234391,-0.316254145,150.4477624,305.826077,-78.19234737,-0.316229593,4306.36,7/12/2021 12:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.963853
134,-78.19235438,-0.316244145,-78.19234391,-0.316254145,150.4477624,305.826077,-78.19236455,-0.316246524,4306.36,7/12/2021 12:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.963853
