"","x_pred","site","x","depth","width","ele_arcpro","slope_mid","slope_up20","dist_diff","catchment_ha","Q_m3s","Flux_ave","adjusted_ppm","WaterTemp_c","Total_hPa","AirTemp_c","v_ms","k600_eq1","eD","k600_eq1_ulsethcorrection","k600_eq1_final","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","Sc_co2","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molperd_eq1"
"1172",112,"Ante",100,15,16,4313.106445,0.027785513,0.020871162,50,2.5047,0.000278087226480185,0.254972144846797,4885.25645099164,9.01281501472031,626.4394,6.89,0.0115869677700077,1.40991439675173,0.00315832796575652,11.47951133674,1.40991439675173,418.53,0.618849,0.619816841,0.00025900687197,0.00302796422092851,0.0559578831599452,55.9578831599452,1093.93809570272,1.3682034158996,0.211996267068093,0.101758208192685
"1252",119.9,"Ante",110,NA,NA,4312.864746,0.035489368,0.030564022,NA,2.5137,0.000279219270067115,0.252743732590529,4146.35805032312,9.08525858684985,626.4394,6.89,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.0025699825484062,0.0558358473376205,55.8358473376205,1089.24344793373,NA,NA,NA
"1253",119.9,"Ante",110,7,42,4312.864746,0.035489368,0.030564022,10,2.5137,0.000279219270067115,0.252715877437326,4137.12182031476,9.08616413150147,626.4394,6.89,0.00949725408391546,0.973138420863163,0.00330647565815281,9.67182691374812,0.973138420863163,418.53,0.618849,0.619816841,0.00025900687197,0.00256425777749967,0.0558343239712301,55.8343239712301,1089.18492387391,0.944554672888631,0.121575639970905,0.15318530636334
"1337",128.3,"Ante",120,NA,NA,4312.527832,0.05869705,0.035489368,NA,2.6946,0.000302085194496827,0.250320334261838,3342.8060395961,9.16404097154073,626.4394,6.89,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00207192747953818,0.0557035062979445,55.7035062979445,1084.16648927027,NA,NA,NA
"1338",128.3,"Ante",120,7,250,4312.527832,0.05869705,0.035489368,10,2.6946,0.000302085194496827,0.250292479108635,3333.56980958774,9.16494651619234,626.4394,6.89,0.00172620111141044,0.333891002423315,0.000993977776005305,5.2785229852729,0.333891002423315,418.53,0.618849,0.619816841,0.00025900687197,0.00206620270863165,0.0557019873902804,55.7019873902804,1084.10830520735,0.324159418745547,0.0326313132969025,0.244734849726769
"1430",137.3,"Ante",130,NA,NA,4311.842285,0.073851496,0.05869705,NA,2.8872,0.00032665468767205,0.247729805013928,2483.83664881894,9.24825662414131,626.4394,6.89,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00153952378523098,0.0555624664888673,55.5624664888673,1078.77200497149,NA,NA,NA
"1431",137.3,"Ante",130,5,22,4311.842285,0.073851496,0.05869705,10,2.8872,0.00032665468767205,0.247701949860724,2474.60041881058,9.24916216879293,626.4394,6.89,0.029695880697459,4.29689908725584,0.0215141659546852,22.0747899758595,22.0747899758595,418.53,0.618849,0.619816841,0.00025900687197,0.00153379901432445,0.05556095233052,55.56095233052,1078.71418211937,21.4367440890567,1.51833597547845,1.00210174381578
"1528",146.9,"Ante",140,NA,NA,4311.153809,0.068672024,0.073851496,NA,3.0609,0.000349000901212789,0.245,1578.686108,9.337,626.4394,6.89,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000978496236391145,0.0554143209409606,55.4143209409606,1073.12372617986,NA,NA,NA
"1529",146.9,"Ante",140,8,105,4311.153809,0.068672024,0.073851496,10,3.0609,0.000349000901212789,0.244554455445545,1576.53974493069,9.33653135313531,626.438868646865,6.8899801980198,0.00415477263348559,0.901740699686049,0.00279895629727241,9.21593065887147,0.901740699686049,418.53,0.618849,0.619816841,0.00025900687197,0.000977165884413888,0.0554151020035222,55.4151020035222,1073.15345707225,0.875903260309042,0.0348581949826433,0.109803314195327
"1619",155.8,"Ante",150,10,67,4310.574219,0.054064731,0.068672024,10,3.0852,0.000352140713579732,0.202673267326733,1374.78161641584,9.29247854785478,626.388921452145,6.88811881188119,0.00525583154596616,1.0135293541723,0.00278756171458409,9.73760226641483,1.0135293541723,418.53,0.618849,0.619816841,0.00025900687197,0.000852112798551741,0.0554885826498078,55.4885826498078,1075.95276530193,0.984360625593756,0.0323959059188584,0.0651157708969054
"1702",163.9,"Ante",160,4,20,4310.230957,0.036804556,0.054064731,10,3.9096,0.000460476156312907,0.165693069306931,1196.63348166337,9.25358085808581,626.344819141914,6.88647524752475,0.0575595195391134,3.6935248684785,0.020782019615664,20.5415787051275,20.5415787051275,418.53,0.618849,0.619816841,0.00025900687197,0.000741693584439419,0.0555535645853055,55.5535645853055,1078.43208566953,19.9481093556709,0.534907903173837,0.320944741904302
"1786",172.1,"Ante",170,10,41,4309.97168,0.043122316,0.036804556,10,3.9546,0.0004664838747649,0.128267326732673,1016.33898384158,9.21421452145215,626.300185478548,6.88481188118812,0.0113776554820707,1.64794902369771,0.00481308868791284,12.7309225161243,1.64794902369771,418.53,0.618849,0.619816841,0.00025900687197,0.000629944018349841,0.0556194251769393,55.6194251769393,1080.94854802234,1.6001514332599,0.0330132216401328,0.0406062626173634
"4647",176.2,"Ante",175,NA,NA,4309.753906,0.051131806,0.04008538,NA,3.9591,0.000467085147194164,0.11,928.338098,9.195,626.2784,6.884,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000575399587282308,0.0556516064458438,55.6516064458438,1082.17948413153,NA,NA,NA
"1872",180.6,"Ante",180,3,71,4309.512207,0.048775275,0.043122316,10,3.9654,0.000467927080876682,0.123315217391304,965.035180130435,9.18077934782609,626.284258695652,6.88346739130435,0.0219684075528958,1.72391527807585,0.0105115633243019,13.753230262399,1.72391527807585,418.53,0.618849,0.619816841,0.00025900687197,0.000598145056802312,0.0556754385894357,55.6754385894357,1083.09162585495,1.67374857859483,0.0316031636089867,0.0673147384871417
"1971",190.3,"Ante",190,15,12,4309.086426,0.056166966,0.048775275,10,4.2039,0.000499928644198797,0.150217391304348,1039.17826443478,9.15204782608696,626.296095652174,6.88239130434783,0.0277738135665999,5.742948196354,0.0153033139628213,24.6147750688434,5.742948196354,418.53,0.618849,0.619816841,0.00025900687197,0.00064410018909783,0.0557236277257855,55.7236277257855,1084.93745384516,5.57535115823609,0.119640326719681,0.0430705176190853
"2068",199.8,"Ante",200,8,44,4308.436035,0.064031944,0.056166966,10,4.3344,0.000517542051789447,0.176576086956522,1111.82350865217,9.12389673913044,626.307693478261,6.88133695652174,0.0147028991985638,2.60928938431472,0.00923567568975802,16.5174403591165,2.60928938431472,418.53,0.618849,0.619816841,0.00025900687197,0.000689126934882327,0.0557708933249242,55.7708933249242,1086.74980031391,2.53293083776522,0.0607604012326401,0.0802037296270849
"2174",210.1,"Ante",210,18,52,4307.578125,0.10855505,0.075922675,10,4.3506,0.000519733499592313,0.205380434782609,1191.20903326087,9.09313369565217,626.320367391304,6.8801847826087,0.0055527083289777,2.71867290322307,0.00591321814212127,16.3067556502588,2.71867290322307,418.53,0.618849,0.619816841,0.00025900687197,0.000738331419966416,0.055822601032874,55.822601032874,1088.73462203239,2.63887257388172,0.0706086908394181,0.110149557709492
"4650",220.7,"Ante",220,NA,NA,4306.161133,0.122794865,0.10855505,NA,4.3722,0.000522657113484371,0.235,1272.841318,9.0615,626.3334,6.879,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000788928484817036,0.0558758339346738,55.8758339346738,1090.78033288632,NA,NA,NA
"4714",220.7,"Ante",220,12,49,4306.161133,0.122794865,0.10855505,10,4.3722,0.000522657113484371,0.235186567164179,1272.60483252239,9.0615,626.3334,6.879,0.00888872641980223,3.7048224292635,0.0107075165148746,19.6242903792809,3.7048224292635,418.53,0.618849,0.619816841,0.00025900687197,0.000788781907135361,0.0558758339346738,55.8758339346738,1090.78033288632,3.59573845583883,0.106439690176572,0.156466344559561
"2384",230.8,"Ante",230,23,15,4305.040039,0.070675869,0.122794865,10,4.446,0.00053266053781091,0.254589552238806,1248.01034285075,9.0615,626.3334,6.879,0.0154394358785771,5.26305954064734,0.0107046283218404,23.0595861283829,5.26305954064734,418.53,0.618849,0.619816841,0.00025900687197,0.000773537828241076,0.0558758339346738,55.8758339346738,1090.78033288632,5.10809517784021,0.146856951079352,0.0660856279857082
"2487",240.9,"Ante",240,19,42,4304.735352,0.014483759,0.070675869,10,4.7511,0.000574246754881215,0.273805970149254,1223.65233865672,9.0615,626.3334,6.879,0.00719607462257162,0.587081478390434,0.00102245912578336,6.96757057783359,0.587081478390434,418.53,0.618849,0.619816841,0.00025900687197,0.000758440327028468,0.0558758339346738,55.8758339346738,1090.78033288632,0.569795580993298,0.0159008640837596,0.0200350887455371
"2547",246.8,"Ante",245,NA,NA,4304.735352,0.001112458,0.027778699,NA,4.8294,0.000584977509263304,0.285,1209.46321,9.0615,626.3334,6.879,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000749645666127919,0.0558758339346738,55.8758339346738,1090.78033288632,NA,NA,NA
"4721",272,"Ante",270,7,63,4304.713379,0.034071876,0.001090499,10,5.2596,0.00064433880826264,0.282253886010363,1202.85168190104,8.93577525906736,626.320892227979,6.87545077720207,0.0146108573302186,1.37695182788344,0.0048836075214393,11.7166319088898,1.37695182788344,418.53,0.618849,0.619816841,0.00025900687197,0.000745547729667437,0.0560880232118245,56.0880232118245,1098.95827402802,1.33591014910707,0.0364558055818237,0.0689014725496468
"4723",282,"Ante",280,10,75,4304.055176,0.077068676,0.034071876,10,5.3064,0.000650836437382298,0.276865284974093,990.513608197409,8.88774935233161,626.331669430052,6.87437305699482,0.00867781916509731,2.1710944160636,0.00656081060982667,14.8013244776241,2.1710944160636,418.53,0.618849,0.619816841,0.00025900687197,0.00061393701560043,0.0561693405502472,56.1693405502472,1102.10231686432,2.10608151866461,0.041987245753577,0.0944713029455483
"4725",291.9,"Ante",290,9,20,4303.177734,0.183953416,0.077068676,10,5.319,0.000652587100969188,0.271528497409326,780.217246740933,8.84018523316062,626.342343005181,6.87330569948187,0.0362548389427327,15.8813940305111,0.0654248664211464,43.3353994708866,43.3353994708866,418.53,0.618849,0.619816841,0.00025900687197,0.000483591789168683,0.0562500195501003,56.2500195501003,1105.22715803538,42.0317806893841,0.530983533750576,0.318590120250345
"4663",304.2,"Ante",300,NA,NA,4299.969238,0.356467119,0.183953416,NA,5.3289,0.000653963008367562,0.265,522.9615036,8.782,626.3554,6.872,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000324140347125962,0.0563489089647399,56.3489089647399,1109.06476316616,NA,NA,NA
"4727",304.2,"Ante",300,10.5,47,4299.969238,0.356467119,0.183953416,10,5.3289,0.000653963008367562,0.264580792682927,522.647339165549,8.78183917682927,626.355331402439,6.87199390243902,0.0132515300581066,12.6977937704729,0.0463398378205422,38.2144221648837,38.2144221648837,418.53,0.618849,0.619816841,0.00025900687197,0.000323945622718646,0.0563491825910987,56.3491825910987,1109.075393164,37.058412066575,0.135605828450526,0.191204218115241
"4731",310.7,"Ante",310,6,20,4296.496582,0.364741439,0.356467119,10,5.3316,0.000654338314713226,0.233978658536585,499.71333545061,8.77009908536585,626.350323780488,6.8715487804878,0.0545281928927688,33.7390737012914,0.195108064024843,65.7866633988554,65.7866633988554,418.53,0.618849,0.619816841,0.00025900687197,0.00030973074098457,0.0563691617480711,56.3691617480711,1109.85172474426,63.7943438120643,0.182404741607605,0.109442844964563
"4734",320.3,"Ante",320,4,21,4294.086426,0.312539358,0.364741439,10,5.3334,0.00065458853295019,0.191219512195122,467.668563136585,8.75369512195122,626.343326829268,6.87092682926829,0.0779272063035941,32.4603238527361,0.238925679673105,65.5677334668745,65.5677334668745,418.53,0.618849,0.619816841,0.00025900687197,0.000289868851438327,0.0563970924838171,56.3970924838171,1110.93759203463,63.5789352711951,0.110660784189369,0.0697162940393025
"4736",330.4,"Ante",330,6,16,4290.334961,0.314509942,0.312539358,10,5.3361,0.000654963881307219,0.147202743902439,434.681297519207,8.73680868902439,626.336124085366,6.87028658536585,0.0682254043028354,36.0977612288239,0.210498741591573,68.1858492953435,68.1858492953435,418.53,0.618849,0.619816841,0.00025900687197,0.000269422788670136,0.0564258625661731,56.4258625661731,1112.05677410175,66.1143098467683,0.0388571705516302,0.0186514418647825
"4739",340.5,"Ante",340,14,32,4287.746094,0.299774504,0.314509942,10,5.3379,0.000655214127541514,0.10234756097561,401.065703032927,8.7196006097561,626.328784146341,6.86963414634146,0.0146253153469088,13.8794427441951,0.0430099501753787,39.5836093440282,39.5836093440282,418.53,0.618849,0.619816841,0.00025900687197,0.000248587277087313,0.0564551992977605,56.4551992977605,1113.19871338111,38.3790587655303,-0.0225761092608685,-0.0216730648904337
"4741",351.5,"Ante",350,12,35,4284.001465,0.311386758,0.299774504,10,5.3406,0.000655589517879183,0.0541387195121951,364.936793071037,8.70110594512195,626.320895426829,6.86893292682927,0.0156092742352186,13.9983729739673,0.0476817139415975,40.0255413546996,40.0255413546996,418.53,0.618849,0.619816841,0.00025900687197,0.000226193970245961,0.056486750433184,56.486750433184,1114.42765347862,38.8054016655818,-0.0719255865539427,-0.0755218658816399
"4743",361.4,"Ante",360,3,40,4281.239746,0.21198951,0.311386758,10,5.4837,0.000675520958844524,0.0109603658536585,332.577856322561,8.68454115853659,626.313829878049,6.86830487804878,0.0562934132370437,14.7280234374372,0.117068744396698,43.6191248745357,43.6191248745357,418.53,0.618849,0.619816841,0.00025900687197,0.000206137356292402,0.0565150277630348,56.5150277630348,1115.52978493692,42.2873482312678,-0.126351304290098,-0.151621565148118
"4746",371.2,"Ante",370,12,63,4279.837891,0.192252106,0.21198951,10,5.5746,0.000688217805482698,0.0523076923076923,477.447673369231,8.49494230769231,627.413938461538,6.72815384615385,0.00910341012543251,5.63983976042436,0.017168969227966,24.6106319913854,5.63983976042436,418.53,0.618849,0.619816841,0.00025900687197,0.000295930108650516,0.0568399355522327,56.8399355522327,1128.24136083477,5.4645477674977,0.0114685250525249,0.0216755123492721
"4683",373.5,"Ante",372.5,NA,NA,4279.110352,0.192252106,0.222639007,NA,5.5755,0.000688343654924358,0.08,548.8156906,8.41425,627.9044,6.666,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000340165207638925,0.0569789141384878,56.9789141384878,1133.70568016688,NA,NA,NA
"4684",375.8,"Ante",375,NA,NA,4278.279297,0.169627599,0.205785155,NA,5.5764,0.000688469507060589,0.075,563.8440146,8.6765,626.3104,6.868,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00034948001594613,0.0565287609245392,56.5287609245392,1116.06528744525,NA,NA,NA
"4749",380.5,"Ante",380,26.5,83,4277.566406,0.160535153,0.192252106,10,5.6709,0.000701698902359696,0.113428324611399,683.583443719171,8.73569689119171,626.679830051813,6.81566839378238,0.00319026552561808,2.89793094517501,0.00502418918744675,16.6015909490927,2.89793094517501,418.53,0.618849,0.619816841,0.00025900687197,0.000423696530645918,0.0564277574158876,56.4277574158876,1112.13050979893,2.80988022052888,0.0261124082665796,0.0650198965837831
"4750",389.8,"Ante",390,22,15,4276.847656,0.078222202,0.160535153,10,5.9562,0.000741814994055733,0.187210707865285,913.483147627979,8.84935492227979,627.389135751295,6.71519170984456,0.0224792422441131,7.85650906326898,0.0172496668690106,28.6481390905489,7.85650906326898,418.53,0.618849,0.619816841,0.00025900687197,0.000566192238869511,0.0562344546502663,56.2344546502663,1104.62387697048,7.6203769909348,0.131637452363917,0.0592368535637628
"4687",394.4,"Ante",395,NA,NA,4276.48877,0.076328349,0.096127069,NA,5.9571,0.000741941953536124,0.223333333,1026.038211,8.905,627.7364,6.666,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000635955762687311,0.0561401150522493,56.1401150522493,1100.97170778918,NA,NA,NA
"4752",399.2,"Ante",400,7,22,4276.101563,0.081110441,0.078222202,10,5.958,0.00074206891556072,0.261775544055276,1384.70716165327,8.95401381909548,627.704364824121,6.66625628140704,0.0481862932182286,8.61797327909578,0.038341516747172,31.6112378294464,31.6112378294464,418.53,0.618849,0.619816841,0.00025900687197,0.000858264818646004,0.0560571798270611,56.0571798270611,1097.76719996409,30.6706904089834,1.0303116231188,0.680005671258405
"4754",408.7,"Ante",410,4,16,4275.3125,0.097775553,0.081110441,10,5.9598,0.000742322847241193,0.336398659633166,2080.94688939196,9.04915829145729,627.642178894472,6.66675376884422,0.115987944881436,16.4405648975996,0.111253105285258,45.6873869615603,45.6873869615603,418.53,0.618849,0.619816841,0.00025900687197,0.0012898059272717,0.0558966194544717,55.8966194544717,1091.57975434669,44.3405533586432,2.55482209682094,1.22631460647405
"4691",413.5,"Ante",415,NA,NA,4274.90918,0.136038873,0.083019389,NA,6.0975,0.000761778580152459,0.373333333,2425.550391,9.09625,627.6114,6.667,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00150339698103593,0.0558173603337977,55.8173603337977,1088.5333534522,NA,NA,NA
"4756",418.2,"Ante",420,4,9,4274.241211,0.204635733,0.097775553,10,6.1254,0.000765727739765087,0.231919191585859,2081.55446423232,8.91102272727273,627.669480808081,6.6649797979798,0.212702149934746,54.4220414369581,0.426994576156838,86.2086903038986,86.2086903038986,418.53,0.618849,0.619816841,0.00025900687197,0.00129018251238993,0.0561299159626814,56.1299159626814,1100.57731736457,83.6329819470538,4.84066043907144,1.30697831854929
"4693",423,"Ante",425,NA,NA,4273.127441,0.239614205,0.136038873,NA,6.1272,0.000765982606311612,0.093333333,1744.438456,8.7295,627.7264,6.663,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00108123233311684,0.0564383202878561,56.4383202878561,1112.54160581643,NA,NA,NA
"4758",427.7,"Ante",430,2.54,15,4271.418945,0.306440296,0.204635733,10,6.129,0.000766237482789449,0.0973397433365385,1513.97078085577,8.87090625,627.676159615385,6.66444230769231,0.201112200207204,58.0350250650885,0.604579333996536,90.9169360722238,90.9169360722238,418.53,0.618849,0.619816841,0.00025900687197,0.000938384586756326,0.0561978937294724,56.1978937294724,1103.20760841332,88.1900302455603,3.36705978048123,1.51517690121655
"4760",437.2,"Ante",440,5,14,4268.410645,0.199258894,0.306440296,10,6.1605,0.000770699426126919,0.105272435802885,1057.64478407019,9.150890625,627.576683653846,6.66729807692308,0.110099918018131,33.3647554492198,0.215215585238016,65.9050123205892,65.9050123205892,418.53,0.618849,0.619816841,0.00025900687197,0.000655546048962514,0.0557255696878746,55.7255696878746,1085.01187926918,63.981480234157,1.41382254050731,0.593805467013069
"4698",442.9,"Ante",445.9,NA,NA,4267.509766,0.151001485,0.282537095,NA,10.0629,0.00134356534649895,0.11,785.6929274,9.31775,627.5174,6.669,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.00048698570825711,0.0554464148330005,55.4464148330005,1074.34579173418,NA,NA,NA
"4700",447.3,"Ante",450,NA,NA,4267.509766,0.050045138,0.199258894,NA,10.1124,0.00135105349127736,1.075,1008.527805,8.5785,626.4494,6.866,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000625102518155764,0.0566964626692967,56.6964626692967,1122.61728526488,NA,NA,NA
"12884",2.8,"Colm",0,NA,NA,3946.07251,0.006297579,0.019649523,NA,50.4729,0.00834615460559184,-0.665,701.356737,7.28,626.0484,6.932,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000434712717141408,0.0589775796157716,58.9775796157716,1214.06909565242,NA,NA,NA
"12957",2.8,"Colm",0,53,35,3946.07251,0.006297579,0.019649523,10,50.4729,0.00834615460559184,-0.663362573099415,701.547480618704,7.27989446185998,626.048646603971,6.9319947753396,0.044992747199956,2.48795362644544,0.00277961817700295,14.8269101660352,2.48795362644544,418.53,0.618849,0.619816841,0.00025900687197,0.000434830943248594,0.0589777695746261,58.9777695746261,1214.07689122348,2.40180383566822,0.0249060130032836,0.0261513136534478
"12958",14.8,"Colm",10,25,60,3946.07251,0.017265987,0.006297579,10,50.5512,0.00836082110700765,-0.46359649122807,724.818202100627,7.26701880877743,626.078732288401,6.93135736677116,0.055738807380051,4.92311791947623,0.00944100198670695,22.1657939703031,4.92311791947623,418.53,0.618849,0.619816841,0.00025900687197,0.00044925452832531,0.0590009502193036,59.0009502193036,1215.02840725178,4.75246009741549,0.0533453784673279,0.0960216812411902
"12959",26.8,"Colm",20,20,84,3945.658203,0.072065336,0.017265987,10,50.5899,0.00836807118053636,-0.263830409356725,748.08892358255,7.25414315569488,626.108817972832,6.93071995820272,0.0498099475031926,14.0836743128385,0.035213687615037,39.2924472222805,39.2924472222805,418.53,0.618849,0.619816841,0.00025900687197,0.000463678113402026,0.0590241421049925,59.0241421049925,1215.9808291365,37.9289049760292,0.458201822088911,1.15466859166405
"12960",38.8,"Colm",30,27,60,3944.343262,0.092251364,0.072065336,10,53.3835,0.00889333878659988,-0.06406432748538,771.359645064472,7.24126750261233,626.138903657262,6.93008254963427,0.0548971530037029,22.4974613288661,0.0496811483666644,49.7792844673856,49.7792844673856,418.53,0.618849,0.619816841,0.00025900687197,0.000478101698478742,0.0590473452380791,59.0473452380791,1216.93415771358,48.0499409376141,0.621620541620308,1.11891697491655
"71210",50.8,"Colm",40,14,84,3943.44458,0.06718616,0.092251364,10,53.4222,0.00890064145486839,0.135701754385965,794.630366546395,7.22839184952978,626.168989341693,6.92944514106583,0.0756857266570442,15.8373522538515,0.049884177074194,42.4667204312699,42.4667204312699,418.53,0.618849,0.619816841,0.00025900687197,0.000492525283555459,0.0590705596249539,59.0705596249539,1217.8883938194,40.9898105482283,0.565416039516145,1.42484841958069
"73610",53.2,"Colm",42,NA,NA,3943.261963,0.06718616,0.090783467,NA,53.4267,0.00890149064789178,0.175,799.208213395298,7.22585893416928,626.174907836991,6.9293197492163,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000495362710127927,0.0590751277148229,59.0751277148229,1218.07621929518,NA,NA,NA
"80610",60,"Colm",50,30,57,3942.917236,0.033483442,0.06718616,10,75.591,0.0131875738149137,0.172635135135135,812.560266704598,7.21847126436782,626.192170114943,6.92895402298851,0.0771203147070979,13.0766481840981,0.0253319076641104,37.1222848874829,37.1222848874829,418.53,0.618849,0.619816841,0.00025900687197,0.000503638537630961,0.0590884537997114,59.0884537997114,1218.62424444683,35.8301619484273,0.517921654257544,0.885646028780401
"89210",68.5,"Colm",60,24,50,3942.849854,0.003947589,0.033483442,10,75.6306,0.0131953990433577,0.16972972972973,828.964217913166,7.20939498432602,626.213378056426,6.92850470219436,0.109961658694647,2.37097066353959,0.00425835849033333,14.9489944582424,2.37097066353959,418.53,0.618849,0.619816841,0.00025900687197,0.000513805982848974,0.0591048309240067,59.1048309240067,1219.29794218452,2.2883805660275,0.0344626872166615,0.0516940308249923
"18761",166.3,"Colm",170,25,100,3942.331299,0.15980468,0.027687849,10,79.2981,0.0139224459148545,0.405378973105134,778.797249120556,7.13595284159613,626.293009431681,6.92527811366385,0.0556897836594181,35.6446559703043,0.0873039778388025,63.7631360799502,63.7631360799502,418.53,0.618849,0.619816841,0.00025900687197,0.000482711650729393,0.0592375551734246,59.2375551734246,1224.76592422511,61.5282519485244,0.815355423749808,2.44606627124942
