"","x_pred","site","x","depth","width","ele_arcpro","slope_mid","slope_up20","dist_diff","catchment_ha","Q_m3s","Flux_ave","adjusted_ppm","WaterTemp_c","Total_hPa","AirTemp_c","v_ms","k600_eq1","eD","k600_eq1_ulsethcorrection","k600_eq1_final","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","Sc_co2","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molperd_eq1"
"12969",175.7,"Colm",180,24,65,3939.856934,0.295284762,0.15980468,10,79.2999,0.0139228038611372,0.132457212713936,764.773924060097,7.13020918984281,626.294158162031,6.92504836759371,0.0892487426995974,91.6297324300875,0.258530716656597,105.286285279512,105.286285279512,418.53,0.618849,0.619816841,0.00025900687197,0.000474019757690103,0.0592479505638733,59.2479505638733,1225.1948081429,101.594245248931,1.29421648869908,2.5237221529632
"12897",177.6,"Colm",182,NA,NA,3939.856934,0.295284762,0.145276982,NA,79.2999,0.0139228038611372,0.075,761.8216451,7.129,626.2944,6.925,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000472189885471305,0.0592501393538645,59.2501393538645,1225.28512268663,NA,NA,NA
"12971",185.1,"Colm",190,30,60,3936.801025,0.293172966,0.295284762,10,79.3206,0.0139269203208414,0.642811550151976,780.580546402736,7.29566869300912,626.238922796353,6.91243465045593,0.0773717795602303,90.4474275079584,0.222523311305018,103.586633902507,103.586633902507,418.53,0.618849,0.619816841,0.00025900687197,0.000483816968417397,0.0589493857957174,58.9493857957174,1212.91240256786,100.004561838963,1.32530216601772,2.38554389883189
"21591",194.4,"Colm",200,35,44,3934.366211,0.128317651,0.293172966,10,79.4538,0.0139534122512553,1.34165653495441,803.668424929179,7.50079939209726,626.170643161094,6.89696960486322,0.0906065730600993,54.2270187387899,0.114055205904474,78.5134967294047,78.5134967294047,418.53,0.618849,0.619816841,0.00025900687197,0.00049812722435105,0.0585818085501512,58.5818085501512,1197.89219020653,75.8457055459451,1.06245443291698,1.40243985145041
"23141",209.8,"Colm",216,NA,NA,3934.366211,0.003848619,0.028186814,NA,79.5861,0.0139797310140904,2.47,840.9457288,7.832,626.0604,6.872,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000521232325077259,0.0579942740569908,57.9942740569908,1174.11658687172,NA,NA,NA
"12973",223.2,"Colm",230,27,30,3934.292236,0.020970411,0.003848619,10,80.2377,0.0141094399222243,1.65567567567568,811.282733580682,7.832,626.0604,6.872,0.174190616323757,16.8209529017977,0.0358344468913609,42.6446601443131,42.6446601443131,418.53,0.618849,0.619816841,0.00025900687197,0.000502846701085823,0.0579942740569908,57.9942740569908,1174.11658687172,41.2369616639763,0.583144818172675,0.524830336355408
"25471",232.9,"Colm",240,20,77,3933.963135,0.037482563,0.020970411,10,80.2476,0.0141114117182709,1.07148648648649,790.002758749432,7.832,626.0604,6.872,0.0916325436251357,13.5413036878242,0.0336936476008309,38.478312410581,38.478312410581,418.53,0.618849,0.619816841,0.00025900687197,0.000489657014309358,0.0579942740569908,57.9942740569908,1174.11658687172,37.2081448978608,0.497710566769864,1.14971140923839
"26431",242.5,"Colm",NA,NA,NA,3933.571777,0.037482563,0.037482563,NA,80.2764,0.0141171480356744,0.505,769.367631640341,7.832,626.0604,6.872,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000476867015010968,0.0579942740569908,57.9942740569908,1174.11658687172,NA,NA,NA
"26461",242.5,"Colm",250,38,60,3933.571777,0.032895729,0.037482563,10,80.2764,0.0141171480356744,0.523846153846154,768.722783918182,7.832,626.0604,6.872,0.0619173159459405,12.0287929643184,0.019981157560955,35.1482158556316,12.0287929643184,418.53,0.618849,0.619816841,0.00025900687197,0.000476467327532893,0.0579942740569908,57.9942740569908,1174.11658687172,11.631723002479,0.146693023991784,0.264047443185212
"27471",252.5,"Colm",260,53,44,3933.318359,0.039455915,0.032895729,10,80.2917,0.0141201955653299,1.15833333333333,747.012910605492,7.832,626.0604,6.872,0.0605497236935243,16.5920685784234,0.0234365290105,41.1384506623888,41.1384506623888,418.53,0.618849,0.619816841,0.00025900687197,0.000463011182437712,0.0579942740569908,57.9942740569908,1174.11658687172,39.7804720952041,0.47064602298408,0.621252750338986
"28381",261.5,"Colm",NA,NA,NA,3932.940918,0.044294699,0.033157137,NA,80.4258,0.0141469095612342,1.73,727.4525297,7.832,626.0604,6.872,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000450887328936113,0.0579942740569908,57.9942740569908,1174.11658687172,NA,NA,NA
"12974",262.4,"Colm",270,17,15,3932.783447,0.044294699,0.039455915,10,80.442,0.0141501371555599,1.69177672955975,737.27155241478,7.83372955974843,626.055868553459,6.872,0.554907339433723,71.486436334046,0.241124439552186,93.688934476004,93.688934476004,418.53,0.618849,0.619816841,0.00025900687197,0.000456973324576895,0.0579912250330184,57.9912250330184,1173.99395090232,90.5967397588894,1.04007930084982,0.46803568538242
"12975",272.4,"Colm",280,35,60,3932.43335,0.050709807,0.044294699,10,80.6544,0.014192462473353,1.3373427672956,828.320672133648,7.84976729559748,626.013849685535,6.872,0.0675831546350145,18.2833918159511,0.0336201328216088,44.0913211338854,44.0913211338854,418.53,0.618849,0.619816841,0.00025900687197,0.000513407102336874,0.0579629616857418,57.9629616857418,1172.85752801388,42.6381557410956,0.628733324894746,1.13171998481054
"12977",282.4,"Colm",290,100,40,3931.770264,0.046530882,0.050709807,10,104.8662,0.0191067659793191,0.975959119496855,921.155068709748,7.86611949685535,625.971006918239,6.872,0.0477669149482977,21.9222383886046,0.0218040658598697,46.4453307178961,46.4453307178961,418.53,0.618849,0.619816841,0.00025900687197,0.000570947424758814,0.0579341616567672,57.9341616567672,1171.70020968131,44.916798807543,0.811737035416356,0.974084442499627
"12905",292.4,"Colm",300,NA,NA,3931.503662,0.016998834,0.046530882,NA,105.3261,0.0192017024626488,0.625,1011.31155,7.882,625.9294,6.872,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000626827930187814,0.057906209300122,57.906209300122,1170.5776147574,NA,NA,NA
"12978",292.4,"Colm",300,29,46,3931.503662,0.016998834,0.046530882,10,105.3261,0.0192017024626488,0.626756496631376,1011.56377093648,7.88214485081809,625.929053512993,6.87200096246391,0.14394079807083,12.2383698751248,0.0240033604332113,35.884565367831,35.884565367831,418.53,0.618849,0.619816841,0.00025900687197,0.000626984260971895,0.0579059544149318,57.9059544149318,1170.56738130187,34.7052703667178,0.739502743796182,1.02051378643873
"32571",303.1,"Colm",310,72,62,3931.418945,0.01011798,0.016998834,10,105.4584,0.0192290231537182,0.819971126082772,1039.30807394899,7.89807844080847,625.890939942252,6.87210683349374,0.0430757687135263,4.30657879982264,0.00427558810767852,19.7045101085689,4.30657879982264,418.53,0.618849,0.619816841,0.00025900687197,0.000644180647220857,0.0578779254954825,57.8779254954825,1169.4423704179,4.16524948562954,0.0928561528110262,0.172712444228509
"33651",313.8,"Colm",320,96,64,3931.287598,0.02801026,0.01011798,10,105.5313,0.0192440793552172,1.00967276227142,1066.54793508855,7.91372232916266,625.853519345525,6.87221077959576,0.0313217437422156,9.37591261360429,0.00860660912341247,29.5718748440688,9.37591261360429,418.53,0.618849,0.619816841,0.00025900687197,0.000661064371901656,0.0578504224817679,57.8504224817679,1168.33910371677,9.06865056343809,0.2109295230236,0.404984684205313
"12979",324.4,"Colm",330,51,30,3930.820801,0.057907011,0.02801026,10,105.5628,0.0192505855482026,1.19761790182868,1093.53557529163,7.92922136669875,625.816445235804,6.87231376323388,0.125820820576488,43.839975708043,0.0714747539596981,69.0428442315302,69.0428442315302,418.53,0.618849,0.619816841,0.00025900687197,0.000677791765798374,0.0578231900307254,57.8231900307254,1167.24731092612,66.7833333756708,1.61719037337232,1.45547133603508
"35801",335.1,"Colm",340,42,80,3930.051025,0.048051927,0.057907011,10,105.6339,0.0192652719017446,1.39083253128008,1121.27987830414,7.94515495668912,625.778331665063,6.87241963426372,0.0573371187551922,16.6133459060418,0.0270281102296334,41.5755825431282,41.5755825431282,418.53,0.618849,0.619816841,0.00025900687197,0.000694988152047335,0.057795210544823,57.795210544823,1166.1262114251,40.2169033824023,1.0133706461754,2.43208955082095
"36881",345.8,"Colm",350,107,50,3929.794678,0.018756303,0.048051927,10,106.1244,0.0193666248348822,1.58053416746872,1148.5197394437,7.96079884504331,625.740911068335,6.87252358036574,0.0361992987567892,7.91376909840079,0.00666064680568334,26.878475052246,7.91376909840079,418.53,0.618849,0.619816841,0.00025900687197,0.000711871876728135,0.0577677560322075,57.7677560322075,1165.02678056691,7.65551023940988,0.200275765940761,0.300413648911141
"12980",355.4,"Colm",360,80,30,3929.671143,0.018756303,0.018756303,10,106.2558,0.0193937868286298,1.75091434071222,1172.985170282,7.97484937439846,625.707301828681,6.87261693936477,0.0808074451192908,13.8220771266752,0.0148685159573234,36.6730931100351,13.8220771266752,418.53,0.618849,0.619816841,0.00025900687197,0.000727035962784038,0.0577431115324712,57.7431115324712,1164.04041288192,13.3715721365091,0.361372834309934,0.325235550878941
"39781",374.5,"Colm",380,70,400,3929.471191,0.006564777,0.010439902,10,107.8443,0.0197225004200485,2.09343118383061,1222.16825289509,8.00309528392685,625.639736862368,6.87280461982676,0.00704375015001734,0.575965117613073,0.000453620766479873,6.49676035792856,0.575965117613073,418.53,0.618849,0.619816841,0.00025900687197,0.000757520465679925,0.0576936077192118,57.6936077192118,1162.06060868785,0.557240028049107,0.0160268070372086,0.192321684446504
"40751",384.1,"Colm",390,30,70,3929.425537,0.002383689,0.006564777,10,165.915,0.0321266812329221,2.26381135707411,1246.6336837334,8.017145813282,625.606127622714,6.87289797882579,0.152984196347248,2.29036665567243,0.00357738077832646,14.5281032644486,2.29036665567243,418.53,0.618849,0.619816841,0.00025900687197,0.000772684551735827,0.057669002255298,57.669002255298,1161.07732290375,2.21599878404939,0.065645150848328,0.137854816781489
"12982",393.7,"Colm",400,71,140,3929.425537,0.00034156,0.002383689,10,166.0851,0.0321639895780348,2.43770452358037,1271.60355644466,8.03148604427334,625.571825409047,6.87299326275265,0.0323581384084857,0.162376222465207,0.000108422530854611,3.07382576939165,0.162376222465207,418.53,0.618849,0.619816841,0.00025900687197,0.000788161299359893,0.057643902816829,57.643902816829,1160.07481666727,0.157110675646791,0.00479227252968329,0.0201275446246698
"41771",394.3,"Colm",NA,NA,NA,3929.425537,0.008838805,0.002307286,NA,166.0851,0.0321639895780348,2.45,1273.369103,8.0325,625.5694,6.873,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000789255614848464,0.0576421286195123,57.6421286195123,1160.00397264366,NA,NA,NA
"12983",402.7,"Colm",410,55,170,3929.419189,0.010717888,0.00034156,10,166.0932,0.0321657662923595,2.03201711491443,1226.94806949144,8.0219706601467,625.616622493887,6.87278728606357,0.0344018890827374,3.20865662349187,0.00361709997887835,16.9990972447152,3.20865662349187,418.53,0.618849,0.619816841,0.00025900687197,0.000760483076503234,0.057660555910422,57.660555910422,1160.73990561535,3.10451712636127,0.0897683443614399,0.457818556243343
"12984",411.7,"Colm",420,22,140,3929.232422,0.024077966,0.00034156,10,166.1481,0.0321778087701304,1.59001222493888,1177.85916049389,8.01083618581907,625.666558924205,6.87256234718826,0.104473405097826,10.8053026346861,0.0246771246102854,33.9733316802401,33.9733316802401,418.53,0.618849,0.619816841,0.00025900687197,0.000730056944000233,0.0576800501517578,57.6800501517578,1161.518757542,32.8695978218143,0.893073276507202,3.75090776133025
"12985",420.7,"Colm",430,80,170,3928.985352,0.015148678,0.024077966,10,166.2813,0.032207028778544,1.14800733496333,1128.77025149633,7.99970171149144,625.716495354523,6.87233740831296,0.023681638807753,3.83354457590122,0.00351929355915546,18.4190116484526,3.83354457590122,418.53,0.618849,0.619816841,0.00025900687197,0.000699630811497232,0.0576995525286869,57.6995525286869,1162.29825136772,3.70887503637593,0.0942937125199434,0.480897933851711
"12986",429.7,"Colm",440,69,90,3928.959473,0.001436285,0.015148678,10,166.4073,0.0322346721847109,0.706002444987775,1079.68134249878,7.98856723716381,625.766431784841,6.87211246943765,0.0519076846774733,0.874280498915639,0.00073137698538132,8.22892486139718,0.874280498915639,418.53,0.618849,0.619816841,0.00025900687197,0.000669204678994231,0.0577190630451883,57.7190630451883,1163.07838761576,0.845819911457354,0.0200258293712851,0.0540697393024697
"4818",458.1,"Colm",470,23,54,3928.885986,0.011556195,0.003785021,10,169.6221,0.0329409080701564,2.17256590509666,1330.7241759297,8.06308963093146,625.6154,6.875,0.265224702658264,13.1955240768569,0.0300675360346394,37.7261412736647,37.7261412736647,418.53,0.618849,0.619816841,0.00025900687197,0.000824805254967076,0.0575886352354305,57.5886352354305,1157.86920412512,36.5062290272725,1.18950278323864,1.92699450884659
"12991",467.9,"Colm",480,32,23,3928.735107,0.036931913,0.011556195,10,169.7517,0.0329694164196225,2.2125834797891,1307.34237924429,8.09771353251318,625.6154,6.875,0.447954027440524,70.7193582738097,0.162294669852138,90.7021335430758,90.7021335430758,418.53,0.618849,0.619816841,0.00025900687197,0.000810312823608619,0.0575281608627116,57.5281608627116,1155.45871710394,87.7783359995679,2.78394412675376,1.9209214474601
"5014",477.6,"Colm",490,16,40,3928.168945,0.076391327,0.036931913,10,169.7688,0.0329731781535949,2.25260105448155,1283.96058255888,8.1323374340949,625.6154,6.875,0.51520590864992,105.188652820045,0.38609475042248,115.203476955937,115.203476955937,418.53,0.618849,0.619816841,0.00025900687197,0.000795820392250162,0.0574677648592125,57.4677648592125,1153.05439765779,111.501487047125,3.43976213159313,4.12771455791176
"5112",487.3,"Colm",500,14,75,3927.251953,0.076910205,0.076391327,10,169.8075,0.0329816917371037,2.2922144112478,1260.81496563796,8.16661159929701,625.6154,6.875,0.314111349877178,63.388613485521,0.236993593139548,88.6397932245453,88.6397932245453,418.53,0.618849,0.619816841,0.00025900687197,0.000781474349087245,0.0574080559853648,57.4080559853648,1150.68042333978,85.8002514428185,2.57347920051244,5.79032820115299
"12919",491.7,"Colm",NA,NA,NA,3926.946533,0.062679724,0.086411327,NA,169.821,0.0329846616523667,2.31,1250.423056,8.182,625.6154,6.875,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000775033268483486,0.0573812728306668,57.3812728306668,1149.61651417291,NA,NA,NA
"5209",496.9,"Colm",510,90,80,3926.683594,0.062679724,0.076910205,10,169.8219,0.0329848596478311,2.27603915662651,1212.21492907229,8.182,625.608773493976,6.8753313253012,0.045812305066432,26.012381291848,0.0281694408725777,51.0956493013647,51.0956493013647,418.53,0.618849,0.619816841,0.00025900687197,0.000751351227950625,0.0573812728306668,57.3812728306668,1149.61651417291,49.4611073420953,1.39734284802136,3.35362283525127
"5306",506.5,"Colm",520,40,31,3926.047852,0.07890887,0.062679724,10,169.8237,0.0329852556391773,2.21614457831325,1144.82968703614,8.182,625.597086746988,6.8759156626506,0.266010126122398,98.6019945805005,0.205917378501192,107.114846798164,107.114846798164,418.53,0.618849,0.619816841,0.00025900687197,0.000709584720101762,0.0573812728306668,57.3812728306668,1149.61651417291,103.68825933042,2.6808319942731,2.49317375467399
"5403",516.1,"Colm",530,82,90,3925.167725,0.070177963,0.07890887,10,170.6256,0.0331617250786352,2.15625,1077.444445,8.182,625.5854,6.8765,0.044934586827419,26.8872865581116,0.0309350283413079,52.2073371336968,52.2073371336968,418.53,0.618849,0.619816841,0.00025900687197,0.000667818212252898,0.0573812728306668,57.3812728306668,1149.61651417291,50.537232451722,1.1855082133149,3.20087217595024
"5486",524.4,"Colm",NA,NA,NA,3924.699707,0.042167787,0.075274315,NA,170.6283,0.0331623194379629,2.105,1019.784908,8.182,625.5754,6.877,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000632079860176036,0.0573812728306668,57.3812728306668,1149.61651417291,NA,NA,NA
"5501",525.7,"Colm",540,56,73,3924.699707,0.051238891,0.070177963,10,170.6283,0.0331623194379629,2.09810089020772,1028.6310697359,8.182,625.5754,6.877,0.0811211336545081,27.9812110703067,0.0407758234354249,54.1939422852527,54.1939422852527,418.53,0.618849,0.619816841,0.00025900687197,0.000637562860198159,0.0573812728306668,57.3812728306668,1149.61651417291,52.4602864101506,1.13954362364625,2.49560053578528
"12993",535.3,"Colm",550,37,72,3924.357666,0.051238891,0.042167787,10,170.6301,0.0331627156782077,2.05348664688427,1085.83624896142,8.182,625.5754,6.877,0.124484668461741,32.7489783071591,0.0625726568767111,59.957795996274,59.957795996274,418.53,0.618849,0.619816841,0.00025900687197,0.00067301959367456,0.0573812728306668,57.3812728306668,1149.61651417291,58.0397553278172,1.37882591299483,2.97826397206883
"5642",539.7,"Colm",560,55,41,3923.982178,0.072796809,0.051238891,10,171.063,0.033258027546346,2.0323293768546,1112.96447828487,8.182,625.5754,6.877,0.147485709739894,64.4815156373262,0.105324957503634,84.4248237431937,84.4248237431937,418.53,0.618849,0.619816841,0.00025900687197,0.000689834127075739,0.0573812728306668,57.3812728306668,1149.61651417291,81.7240866217557,2.02033516450748,2.4850122523442
"5687",544.1,"Colm",570,96,67,3923.717285,0.062528107,0.072796809,10,171.0639,0.0332582257332738,2.01163204747774,1139.50296349258,8.182,625.5754,6.877,0.0517074405057118,29.9341977334903,0.0317173817355717,54.902592981459,54.902592981459,418.53,0.618849,0.619816841,0.00025900687197,0.00070628312714211,0.0573812728306668,57.3812728306668,1149.61651417291,53.1462674796225,1.36401387986224,2.7416678985231
"5732",548.5,"Colm",580,50,40,3923.432129,0.068661569,0.062528107,10,171.0648,0.0332584239203398,1.99093471810089,1166.0414487003,8.182,625.5754,6.877,0.166292119601699,64.6944093794863,0.112009381651487,84.9132422240592,84.9132422240592,418.53,0.618849,0.619816841,0.00025900687197,0.000722732127208482,0.0573812728306668,57.3812728306668,1149.61651417291,82.1968806705694,2.18718874831094,2.62462649797313
"5777",552.9,"Colm",590,100,100,3923.113281,0.077875686,0.068661569,10,171.0657,0.0332586221075442,1.97023738872404,1192.57993390801,8.182,625.5754,6.877,0.0332586221075442,25.1196979888575,0.0254082728981101,49.9325344398947,49.9325344398947,418.53,0.618849,0.619816841,0.00025900687197,0.000739181127274853,0.0573812728306668,57.3812728306668,1149.61651417291,48.33520034608,1.33178025606644,3.99534076819931
"12921",557.3,"Colm",600,NA,NA,3922.74707,0.039792336,0.077875686,NA,171.2421,0.0332974694688764,1.95,1218.528675,8.182,625.5754,6.877,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000755264594006416,0.0573812728306668,57.3812728306668,1149.61651417291,NA,NA,NA
"12994",557.3,"Colm",600,116,80,3922.74707,0.039792336,0.077875686,10,171.2421,0.0332974694688764,1.94716666666667,1218.8819312037,8.18218518518519,625.575244444444,6.87700740740741,0.0358808938242202,16.0187660086765,0.0140065667595606,39.0521250009902,16.0187660086765,418.53,0.618849,0.619816841,0.00025900687197,0.000755483548150659,0.0573809506140845,57.3809506140845,1149.60371838467,15.5063367784991,0.441749230442954,1.06019815306309
"5919",567,"Colm",610,26,95,3922.553711,0.019339048,0.039792336,10,172.2924,0.0335288795629897,1.66666666666667,1253.85429537037,8.20051851851852,625.559844444444,6.87774074074074,0.135744451672023,12.2830847388014,0.0257529026575318,36.1220673098585,36.1220673098585,418.53,0.618849,0.619816841,0.00025900687197,0.000777160008430744,0.0573490622255851,57.3490622255851,1148.33780289332,34.968473723573,1.03910905417607,2.9614608044018
"6016",576.6,"Colm",620,16,120,3922.373291,0.022635926,0.019339048,10,172.3779,0.0335477258267813,1.39183333333333,1288.12014712963,8.21848148148148,625.544755555556,6.87845925925926,0.174727738681153,13.6103486327178,0.0387997680383816,38.9507892333503,38.9507892333503,418.53,0.618849,0.619816841,0.00025900687197,0.000798398560422342,0.0573178392621568,57.3178392621568,1147.099125998,37.7088924571325,1.16583700791387,4.19701322848992
"12922",583.8,"Colm",NA,NA,NA,3922.213623,0.028269658,0.020131733,NA,172.4148,0.0335558598605419,1.185,1313.90785,8.232,625.5334,6.879,NA,NA,NA,NA,NA,418.53,0.618849,0.619816841,0.00025900687197,0.000814382212952102,0.0572943554060794,57.2943554060794,1146.16801105798,NA,NA,NA
"12997",595.9,"Colm",640,13,71,3921.826904,0.006367714,0.028269658,10,172.4841,0.0335711365967346,1.20525,1325.71783855,8.2545,625.5748,6.8799,0.363717622933202,7.55660960863895,0.022720448534061,28.6950705242904,28.6950705242904,418.53,0.618849,0.619816841,0.00025900687197,0.000821702242747409,0.0572552955923879,57.2552955923879,1144.62034240964,27.7831693397423,0.895098417689993,1.90655962967968
"6308",605.6,"Colm",650,13,20,3921.699951,0.006367714,0.021536984,10,172.5237,0.0335798665258255,1.22116071428571,1334.99711526786,8.27217857142857,625.607328571429,6.88060714285714,1.29153332791636,23.3416052240059,0.0806785667142047,52.3609975807021,52.3609975807021,418.53,0.618849,0.619816841,0.00025900687197,0.000827453694729436,0.0572246287982104,57.2246287982104,1143.40612346003,50.699706937221,1.64921879900773,0.989531279404636
"13001",680.3,"Colm",720,20,40,3921.295166,0.012053589,0.017366059,10,174.1104,0.0339298770297169,3.66736860304288,1306.623029574,8.39637198790432,625.648172204807,6.88540752351097,0.424123462871462,19.2925605327281,0.0501507791848188,46.4608768859273,46.4608768859273,418.53,0.618849,0.619816841,0.00025900687197,0.000809866958568404,0.0570097626864971,57.0097626864971,1134.92076459216,45.0035411139401,1.4133093330383,1.69597119964595
"7132",687.5,"Colm",760,22,92,3920.249023,0.047109253,0.047490579,10,174.5982,0.0340375661750991,3.46343360995851,1302.86819260581,8.4008976351593,625.650569278997,6.88587147335423,0.168169793355233,29.995799631773,0.0777182862862891,58.5015701715018,58.5015701715018,418.53,0.618849,0.619816841,0.00025900687197,0.000807539647380312,0.0570019517236795,57.0019517236795,1134.61302565108,56.6673230140556,1.77184205332683,4.89028406718205
"13002",703.4,"Colm",770,57,130,3920.207764,0.016110971,0.047109253,10,174.6387,0.0340465089516682,3.02249308437068,1294.74962618811,8.41068281841331,625.655752142111,6.88687460815047,0.0459467057377438,6.08259775640098,0.00726181368856284,23.9741911386896,6.08259775640098,418.53,0.618849,0.619816841,0.00025900687197,0.000802507623189842,0.0569850676718038,56.9850676718038,1133.94799637058,5.89205786102605,0.182485440440686,0.711693217718674
"7315",705.7,"Colm",750,10,43,3920.541748,0.04167822,0.016110971,10,174.3192,0.033975967860283,2.94808437067773,1293.37961810512,8.41233406808742,625.656626750261,6.88704388714734,0.790138787448441,69.6381323864803,0.32305878227747,94.4921404653698,94.4921404653698,418.53,0.618849,0.619816841,0.00025900687197,0.0008016584691077,0.0569822190969674,56.9822190969674,1133.83582015884,91.5325877733046,2.83032419900801,3.65111821672033
"13004",705.9,"Colm",730,45,144,3921.01416,0.027255166,0.04167822,10,174.2571,0.0339622590460547,2.93981673582296,1293.22739498479,8.41251754027343,625.656723928945,6.88706269592477,0.0524108935895906,9.61039771017115,0.0140132672049777,30.9508667366926,9.61039771017115,418.53,0.618849,0.619816841,0.00025900687197,0.000801564118654129,0.0569819025995046,56.9819025995046,1133.82335698141,9.30939918472404,0.287808865592772,1.24333429936078
"7320",706,"Colm",740,55,65,3920.751953,0.068949273,0.027255166,10,174.3048,0.0339727889471126,2.92879322268326,1293.02443082434,8.41276216985478,625.656853500523,6.88708777429467,0.0950287802716436,41.5480185077627,0.0642767417284425,66.8916395615589,66.8916395615589,418.53,0.618849,0.619816841,0.00025900687197,0.000801438318049367,0.0569814806062637,56.9814806062637,1133.80673967471,64.7966348440902,2.00276982866059,3.90540116588815
"7323",706.1,"Colm",710,62,80,3921.527832,0.018759683,0.068949273,10,173.9241,0.0338887590718087,2.92052558782849,1292.87220770401,8.4129456420408,625.656950679206,6.8871065830721,0.0683241110318725,10.3754037285243,0.0125738562959465,31.8072070516653,10.3754037285243,418.53,0.618849,0.619816841,0.00025900687197,0.000801343967595796,0.0569811641138651,56.9811641138651,1133.7942768921,10.0504580341656,0.310589295090835,0.745414308218004
"13005",711.8,"Colm",780,54,109,3919.793213,0.053757363,0.018759683,10,174.6846,0.0340566444309919,2.7606846473029,1289.92922737759,8.41649277097037,625.658829467085,6.88747021943574,0.0578604220710022,21.1969797220769,0.030513256620646,46.830359614325,46.830359614325,418.53,0.618849,0.619816841,0.00025900687197,0.000799519858826751,0.0569750456874002,56.9750456874002,1133.55336301686,45.3641686986586,1.39702369440988,4.56826748072032
"7458",719.5,"Colm",790,9,135,3919.342529,0.04566357,0.053757363,10,174.7476,0.0340705564483569,2.54297026279391,1285.92068520885,8.42132420520204,625.661388505747,6.88796551724138,0.280416102455613,28.3808048427106,0.125615091174605,58.999475307588,58.999475307588,418.53,0.618849,0.619816841,0.00025900687197,0.000797035296882706,0.0569667132733546,56.9667132733546,1133.225323413,57.1531140493634,1.75172642921556,7.09449203832303
"7535",727.1,"Colm",800,24,85,3919.095703,0.043582438,0.04566357,10,174.7989,0.0340818852967886,2.33076763485477,1282.01362512033,8.42603332464303,625.663882758621,6.88844827586207,0.167068065180336,29.164090645463,0.0714289015424444,57.4230038628118,57.4230038628118,418.53,0.618849,0.619816841,0.00025900687197,0.000794613635241042,0.0569585932543226,56.9585932543226,1132.90570145536,55.6267621195279,1.69702831509544,4.32742220349338
"7626",736.1,"Colm",810,29,115,3918.617188,0.065064576,0.043582438,10,175.0617,0.034139927714958,2.07998271092669,1277.39619047026,8.43159864761875,625.666830512017,6.88901880877743,0.102368598845451,29.8395303071933,0.065340186594811,57.6611376546195,57.6611376546195,418.53,0.618849,0.619816841,0.00025900687197,0.000791751671482713,0.0569489987104707,56.9489987104707,1132.52810998328,55.8583778907028,1.6947031291868,5.84672579569446
"7717",745.1,"Colm",820,24,120,3917.923828,0.055386242,0.065064576,10,175.2579,0.034183268289802,1.82919778699862,1272.77875582019,8.43716397059446,625.669778265413,6.88958934169279,0.118691903784035,26.62860936593,0.0644899443480121,54.7160864596709,54.7160864596709,418.53,0.618849,0.619816841,0.00025900687197,0.000788889707724383,0.0569394061619573,56.9394061619573,1132.15067398323,53.006286325497,1.5992640082451,5.75735042968235
"7808",754.1,"Colm",830,24,130,3917.619629,0.016889667,0.055386242,10,175.3623,0.0342063328709779,1.57841286307054,1268.16132117012,8.44272929357018,625.672726018809,6.89015987460815,0.109635682278775,8.6223570087594,0.018165276718712,29.9995849156564,8.6223570087594,418.53,0.618849,0.619816841,0.00025900687197,0.000786027743966053,0.0569298156082961,56.9298156082961,1131.77339339111,8.35305977734455,0.250618532003111,0.977412274812133
"8536",826.2,"Colm",890,8,157,3915.863281,0.29658525,0.065007229,10,177.6672,0.034716005472729,0.181957585644372,1024.9942130832,8.48725187737591,625.676012128874,6.89196473849918,0.276401317458033,139.003052951956,0.804189993156864,137.42927334841,137.42927334841,418.53,0.618849,0.619816841,0.00025900687197,0.000635308675196508,0.0568531629353695,56.8531629353695,1128.76073565407,133.154766700032,2.84870611900854,13.4174058205302
"8679",839.7,"Colm",900,11,182,3912.754883,0.325198703,0.21183237,10,177.6906,0.0347211843316541,0.104975530179445,910.49987628646,8.49599738490918,625.670090435889,6.89142640251876,0.173432489169101,118.348441754545,0.553284201456721,124.556040848225,124.556040848225,418.53,0.618849,0.619816841,0.00025900687197,0.000564343157050764,0.0568381211373835,56.8381211373835,1128.17012902812,120.685092583593,2.09445849527132,11.4357433841814
