"","lat_fit","lon_fit","lon_dist","lat_dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","dist_diff","dist","slope50m"
"10185",-0.330549572898483,-78.2030989701113,-78.2030989979651,-0.330549672898483,-0.330549571663141,-78.2030959054828,4068.92,2021-07-27 11:34:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.91360025687,0.0115556990345027,0,NA
"10184",-0.330549672898483,-78.2030989979651,-78.2030990258123,-0.330549772898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.91277968272,0.0115554976693488,0.0115554976693488,-0.0710115802924553
"10183",-0.330549772898483,-78.2030990258123,-78.2030990536527,-0.330549872898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.91195911062,0.0115552963334551,0.0231107940028039,-0.0710121103831525
"10182",-0.330549872898483,-78.2030990536527,-78.2030990814863,-0.330549972898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.9111385406,0.011555095048152,0.0346658890509559,-0.0710126390545328
"10181",-0.330549972898483,-78.2030990814863,-78.2030991093132,-0.330550072898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.91031797273,0.0115548926744538,0.0462207817254097,-0.0710131680663224
"10180",-0.330550072898483,-78.2030991093132,-78.2030991371333,-0.330550172898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.90949740712,0.0115546926132737,0.0577754743386834,-0.0710136922129389
"10179",-0.330550172898483,-78.2030991371333,-78.2030991649467,-0.330550272898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.90867684366,0.0115544903252669,0.0693299646639502,-0.0710142178849559
"10178",-0.330550272898483,-78.2030991649467,-78.2030991927533,-0.330550372898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.90785628255,0.0115542896059537,0.080884254269904,-0.0710147404803488
"10177",-0.330550372898483,-78.2030991927533,-78.2030992205532,-0.330550472898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.90703572373,0.0115540881624554,0.0924383424323594,-0.0710152623963628
"10176",-0.330550472898483,-78.2030992205532,-78.2030992483464,-0.330550572898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.9062151673,0.0115538879073966,0.103992230339756,-0.0710157821063534
