"","lat_fit","lon_fit","ele_fit","dist","Date","Point","Flux_ave","CO2_ppm_ave","adjusted_ppm","DOC","TDN","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","VaisalaType","EOS_no"
"1",-0.326805710792542,-78.1995414942189,NA,314.327401375623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-0.326804710792542,-78.1995438160288,NA,314.045989192705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-0.326803710792542,-78.1995460856996,NA,313.769898044065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-0.326802710792542,-78.1995483040744,NA,313.499022552929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",-0.326801710792542,-78.1995504719872,NA,313.233258069717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-0.326800710792542,-78.1995525902635,NA,312.972500661681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-0.326799710792542,-78.1995546597202,NA,312.716647105814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-0.326798710792542,-78.1995566811658,4108.08521717735,312.46559489401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-0.326797710792542,-78.1995586554,4108.07559636473,312.219242222314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-0.326796710792542,-78.1995605832143,4108.06617683729,311.977487985008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-0.326795710792542,-78.1995624653918,4108.05695378929,311.740231783425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-0.326794710792542,-78.1995643027074,4108.04792246407,311.507373903178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-0.326793710792542,-78.1995660959275,4108.03907815594,311.278815338781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-0.326792710792542,-78.1995678458106,4108.03041621053,311.054457780658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-0.326791710792542,-78.1995695531069,4108.02193202592,310.834203625741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-0.326790710792542,-78.1995712185587,4108.0136210527,310.617955964866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-0.326789710792542,-78.1995728429003,4108.00547879562,310.405618610631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-0.326788710792542,-78.1995744268577,4107.99750081339,310.197096085257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-0.326787710792542,-78.1995759711496,4107.98968271985,309.99229364029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",-0.326786710792542,-78.1995774764865,4107.98202018411,309.791117257437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",-0.326785710792542,-78.1995789435711,4107.97450893161,309.593473671241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",-0.326784710792542,-78.1995803730986,4107.96714474417,309.399270369803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",-0.326783710792542,-78.1995817657565,4107.95992346062,309.208415612668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",-0.326782710792542,-78.1995831222246,4107.95284097789,309.020818459518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",-0.326781710792542,-78.1995844431753,4107.94589325086,308.836388772946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",-0.326780710792542,-78.1995857292734,4107.93907629322,308.655037243938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",-0.326779710792542,-78.1995869811763,4107.93238617811,308.476675416644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",-0.326778710792542,-78.1995881995342,4107.92581903875,308.301215712659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",-0.326777710792542,-78.1995893849897,4107.91937106884,308.128571451554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",-0.326776710792542,-78.1995905381784,4107.91303852347,307.958656884145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",-0.326775710792542,-78.1995916597285,4107.90681771969,307.791387218574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",-0.326774710792542,-78.1995927502613,4107.90070503684,307.62667864286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",-0.326773710792542,-78.1995938103906,4107.89469691821,307.464448380371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",-0.326772710792542,-78.1995948407236,4107.88878987065,307.304614694191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",-0.326771710792542,-78.1995958418603,4107.8829804662,307.14709694474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",-0.326770710792542,-78.1995968143937,4107.87726534238,306.991815612179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",-0.326769710792542,-78.1995977589101,4107.87164120295,306.838692333236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",-0.326768710792542,-78.1995986759889,4107.86610481926,306.68764995291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",-0.326767710792542,-78.1995995662026,4107.86065303021,306.538612540594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",-0.326766710792542,-78.1996004301171,4107.85528274357,306.391505441266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",-0.326765710792542,-78.1996012682918,4107.84999093645,306.24625530732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",-0.326764710792542,-78.1996020812791,4107.84477465632,306.102790142893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",-0.326763710792542,-78.1996028696251,4107.83963102132,305.961039329388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",-0.326762710792542,-78.1996036338692,4107.83455722119,305.820933669883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",-0.326761710792542,-78.1996043745447,4107.82955051772,305.682405418886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",-0.326760710792542,-78.199605092178,4107.82460824531,305.545388316711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",-0.326759710792542,-78.1996057872894,4107.81972781145,305.409817619548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",-0.326758710792542,-78.199606460393,4107.81490669693,305.275630125128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",-0.326757710792542,-78.1996071119964,4107.81014245644,305.142764206585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",-0.326756710792542,-78.1996077426011,4107.80543271871,305.011159834622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",-0.326755710792542,-78.1996083527024,4107.80077518635,304.880758592037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",-0.326754710792542,-78.1996089427894,4107.79616763623,304.751503702609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",-0.326753710792542,-78.1996095133453,4107.79160791904,304.623340035417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",-0.326752710792542,-78.1996100648472,4107.78709395938,304.496214127022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",-0.326751710792542,-78.1996105977663,4107.78262375535,304.370074187184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",-0.326750710792542,-78.1996111125677,4107.778195378,304.24487010019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",-0.326749710792542,-78.1996116097108,4107.77380697076,304.120553427767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",-0.326748710792542,-78.199612089649,4107.7694567492,303.997077418198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",-0.326747710792542,-78.1996125528302,4107.76514299964,303.874396985561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",-0.326746710792542,-78.1996129996962,4107.76086407881,303.752468714938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",-0.326745710792542,-78.1996134306833,4107.75661841251,303.631250842158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",-0.326744710792542,-78.1996138462223,4107.75240449462,303.510703241948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",-0.326743710792542,-78.1996142467382,4107.74822088603,303.390787411932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",-0.326742710792542,-78.1996146326504,4107.74406621324,303.271466450375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",-0.326741710792542,-78.1996150043729,4107.73993916696,303.152705029232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",-0.326740710792542,-78.1996153623144,4107.73583850076,303.034469372307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",-0.326739710792542,-78.199615706878,4107.73176302967,302.916727227846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",-0.326738710792542,-78.1996160384613,4107.72771162832,302.799447830199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-0.326737710792542,-78.1996163574567,4107.72368322953,302.682601873859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",-0.326736710792542,-78.1996166642516,4107.71967682251,302.566161472488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",-0.326735710792542,-78.1996169592277,4107.71569145127,302.450100128811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",-0.326734710792542,-78.1996172427617,4107.71172621276,302.334392691594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",-0.326733710792542,-78.1996175152252,4107.70778025516,302.219015318418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",-0.326732710792542,-78.1996177769847,4107.7038527759,302.103945431067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",-0.326731710792542,-78.1996180284016,4107.69994302013,301.989161681752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",-0.326730710792542,-78.1996182698321,4107.69605027874,301.874643906133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",-0.326729710792542,-78.1996185016278,4107.69217388651,301.7603730805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",-0.326728710792542,-78.199618724135,4107.68831322045,301.646331283115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",-0.326727710792542,-78.1996189376953,4107.68446769779,301.532501645413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",-0.326726710792542,-78.1996191426454,4107.68063677441,301.418868315759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",-0.326725710792542,-78.1996193393172,4107.67681994298,301.30541641219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",-0.326724710792542,-78.1996195280377,4107.67301673117,301.192131981076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",-0.326723710792542,-78.1996197091294,4107.66922670007,301.079001955636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",-0.326722710792542,-78.19961988291,4107.6654494424,300.966014113949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",-0.326721710792542,-78.1996200496926,4107.66168458095,300.853157037556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",-0.326720710792542,-78.1996202097854,4107.65793176698,300.740420073786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",-0.326719710792542,-78.1996203634926,4107.65419067857,300.627793291444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",-0.326718710792542,-78.1996205111132,4107.65046101924,300.515267447463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",-0.326717710792542,-78.1996206529423,4107.6467425163,300.402833943369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",-0.326716710792542,-78.1996207892703,4107.64303491965,300.290484795114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",-0.326715710792542,-78.199620920383,4107.63933800019,300.178212591107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",-0.326714710792542,-78.1996210465622,4107.63565154855,300.066010458982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",-0.326713710792542,-78.1996211680851,4107.63197537384,299.953872034028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",-0.326712710792542,-78.1996212852247,4107.6283093024,299.841791424165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",-0.326711710792542,-78.1996213982498,4107.62465317654,299.729763177624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",-0.326710710792542,-78.1996215074249,4107.62100685346,299.61778225401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",-0.326709710792542,-78.1996216130103,4107.61737020412,299.505843993224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",-0.326708710792542,-78.1996217152622,4107.61374311217,299.393944086516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",-0.326707710792542,-78.1996218144327,4107.61012547296,299.282078550573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",-0.326706710792542,-78.1996219107699,4107.6065171926,299.17024370003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",-0.326705710792542,-78.1996220045177,4107.60291818697,299.058436120983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",-0.326704710792542,-78.1996220959161,4107.59932838094,298.946652649324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",-0.326703710792542,-78.1996221852011,4107.59574770744,298.834890344056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",-0.326702710792542,-78.199622272605,4107.59217610671,298.7231464672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",-0.326701710792542,-78.1996223583558,4107.58861352559,298.611418461752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",-0.326700710792542,-78.199622442678,4107.58505991674,298.499703930823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",-0.326699710792542,-78.1996225257922,4107.581515238,298.388000618677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",-0.326698710792542,-78.1996226079151,4107.57797945176,298.27630639187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",-0.326697710792542,-78.1996226892598,4107.57445252436,298.164619222434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",-0.326696710792542,-78.1996227700355,4107.57093442551,298.052937169097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",-0.326695710792542,-78.1996228504481,4107.56742512782,297.941258364392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",-0.326694710792542,-78.1996229306993,4107.56392460621,297.829580996906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",-0.326693710792542,-78.1996230109878,4107.56043283754,297.717903298214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",-0.326692710792542,-78.1996230915083,4107.55694980011,297.606223529257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",-0.326691710792542,-78.1996231724521,4107.55347547336,297.494539969045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",-0.326690710792542,-78.1996232540069,4107.55000983735,297.382850899781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",-0.326689710792542,-78.1996233363572,4107.54655287257,297.27115459833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",-0.326688710792542,-78.1996234196839,4107.54310455951,297.159449324895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",-0.326687710792542,-78.1996235041643,4107.53966487845,297.047733313021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",-0.326686710792542,-78.1996235899725,4107.53623380917,296.936004761218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",-0.326685710792542,-78.1996236772795,4107.53281133067,296.824261823219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",-0.326684710792542,-78.1996237662525,4107.52939742103,296.712502601477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",-0.326683710792542,-78.1996238570558,4107.52599205716,296.600725139252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",-0.326682710792542,-78.1996239498504,4107.52259521466,296.488927414484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",-0.326681710792542,-78.199624044794,4107.51920686765,296.377107333258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",-0.326680710792542,-78.199624142041,4107.51582698866,296.26526272427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",-0.326679710792542,-78.199624241743,4107.5124555485,296.153391335128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",-0.326678710792542,-78.1996243440481,4107.50909251619,296.041490825535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",-0.326677710792542,-78.1996244491017,4107.50573785882,295.929558764847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",-0.326676710792542,-78.1996245570458,4107.50239154163,295.817592630114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",-0.326675710792542,-78.1996246680196,4107.49905352781,295.705589799382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",-0.326674710792542,-78.1996247821591,4107.49572377857,295.593547552559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",-0.326673710792542,-78.1996248995976,4107.49240225311,295.481463067335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",-0.326672710792542,-78.1996250204652,4107.48908890863,295.369333419062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",-0.326671710792542,-78.1996251448893,4107.48578370027,295.257155576791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
