"","lon_fit","lat_fit","lon_dist","lat_dist","dist","lon","lat","ele","time","lat_wypt","lon_wypt","ele_wypt","Date","EOS_no","Flux_ave","Tract","Point","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","VaisalaType","Total_hPa","GAVI_waterTempAve","ele_fit"
"23",-78.1922151120504,-0.317294145205021,-78.1922135924475,-0.317304145205021,25.9205672668637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.85774351613
"24",-78.1922163924152,-0.317284145205021,-78.1922151120504,-0.317294145205021,27.0428492976537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.72807805302
"25",-78.192217440989,-0.317274145205021,-78.1922163924152,-0.317284145205021,28.1621471158703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.60011986796
"26",-78.1922182652186,-0.317264145205021,-78.192217440989,-0.317274145205021,29.2791167775284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.47372833465
"27",-78.1922188725511,-0.317254145205021,-78.1922182652186,-0.317264145205021,30.3943627578864,NA,NA,NA,NA,NA,NA,NA,"2021-07-05","EOS2",0.085,1,3,683.35,1029.21255297006,NA,NA,6.673,"old",627.5504,9.78275,4317.3487723502
"28",-78.1922192704334,-0.317244145205021,-78.1922188725511,-0.317254145205021,31.5084384417235,-78.1921989284456,-0.317240869626403,4317.42,"2021-07-12 12:43:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.22512967004
"29",-78.1922194663126,-0.317234145205021,-78.1922192704334,-0.317244145205021,32.6218468815463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.10268626243
"30",-78.1922194676356,-0.317224145205021,-78.1922194663126,-0.317234145205021,33.7350417992247,-78.1922164466232,-0.31722703948617,4314.05,"2021-07-12 12:37:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.98133568411
"31",-78.1922192818494,-0.317214145205021,-78.1922194676356,-0.317224145205021,34.8484288026699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.86097847906
"32",-78.192218916401,-0.317204145205021,-78.1922192818494,-0.317214145205021,35.9623667896169,-78.1922101601958,-0.317206084728241,4315.98,"2021-07-12 12:42:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.74152160214
"33",-78.1922183787375,-0.317194145205021,-78.192218916401,-0.317204145205021,37.0771695105973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.62287786922
"34",-78.1922176763057,-0.317184145205021,-78.1922183787375,-0.317194145205021,38.1931072650593,-78.1922098249197,-0.317183369770646,4314.53,"2021-07-12 12:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.50496543507
"35",-78.1922168165528,-0.317174145205021,-78.1922176763057,-0.317184145205021,39.3104087024806,-78.1922138482332,-0.317171132192016,4315.5,"2021-07-12 12:41:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.38770730056
"36",-78.1922158069255,-0.317164145205021,-78.1922168165528,-0.317174145205021,40.4292627124179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.27203520059
"37",-78.1922146548711,-0.317154145205021,-78.1922158069255,-0.317164145205021,41.5498203701345,-78.1922090705484,-0.317154703661799,4315.5,"2021-07-12 12:39:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.158878091
"38",-78.1922133678364,-0.317144145205021,-78.1922146548711,-0.317154145205021,42.6721969349016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.04816125237
"39",-78.1922119532685,-0.317134145205021,-78.1922133678364,-0.317144145205021,43.7964738689166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.93981354568
"40",-78.1922104186143,-0.317124145205021,-78.1922119532685,-0.317134145205021,44.9227008726605,NA,NA,NA,NA,NA,NA,NA,"2021-07-05","EOS2",0.055,1,4,750.575,1129.03049238186,3.059,0.09726,6.66925,"old",627.52915,9.3735,4315.83376677808
"41",-78.1922087713208,-0.317114145205021,-78.1922104186143,-0.317124145205021,46.0508979228748,-78.1922011077404,-0.317114805802703,4315.02,"2021-07-12 12:41:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.72995512629
"42",-78.192207018835,-0.317104145205021,-78.1922087713208,-0.317114145205021,47.1810572996417,-78.1922266725451,-0.317096449434757,4314.53,"2021-07-12 12:36:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.62831461642
"43",-78.1922051686039,-0.317094145205021,-78.192207018835,-0.317104145205021,48.3131455996609,NA,NA,NA,NA,NA,NA,NA,"2021-07-05","EOS2",1.365,1,5,6951.76666666667,10447.049546096,2.809,0.101,6.667,"old",627.6114,9.09625,4315.52878265778
"44",-78.1922032280745,-0.317084145205021,-78.1922051686039,-0.317094145205021,49.4471057273562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.43129762895
"45",-78.1922012046938,-0.317074145205021,-78.1922032280745,-0.317084145205021,50.5828588593118,-78.1922063045204,-0.317076416686177,4314.05,"2021-07-12 12:40:30",-0.31707800924778,-78.1922059692442,4313.82373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.33579851366
"46",-78.1921991059087,-0.317064145205021,-78.1922012046938,-0.317074145205021,51.7203063808783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.24222458383
"47",-78.1921969391663,-0.317054145205021,-78.1921991059087,-0.317064145205021,52.8593317887995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.15051512766
"48",-78.1921947119136,-0.317044145205021,-78.1921969391663,-0.317054145205021,53.999802568177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.06060921914
"49",-78.1921924315975,-0.317034145205021,-78.1921947119136,-0.317044145205021,55.1415720356689,-78.192202700302,-0.317031154409051,4312.13,"2021-07-12 12:39:30",-0.317031992599368,-78.1922069750726,4312.292969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.97244552698
"50",-78.192190105665,-0.317024145205021,-78.1921924315975,-0.317034145205021,56.2844811547607,-78.192205214873,-0.317022856324911,4311.17,"2021-07-12 12:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.88596215962
"51",-78.1921877415632,-0.317014145205021,-78.192190105665,-0.317024145205021,57.4283603249126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.80109654342
"52",-78.1921853467389,-0.317004145205021,-78.1921877415632,-0.317014145205021,58.5730311438262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.71778533133
"53",-78.1921829286393,-0.316994145205021,-78.1921853467389,-0.317004145205021,59.7183081544403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.63596433835
"54",-78.1921804947112,-0.316984145205021,-78.1921829286393,-0.316994145205021,60.8640005689025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.55556850167
"55",-78.1921780524017,-0.316974145205021,-78.1921804947112,-0.316984145205021,62.0099139828668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.47653186172
"56",-78.1921756091578,-0.316964145205021,-78.1921780524017,-0.316974145205021,63.1558520803038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.39878756138
"57",-78.1921731724264,-0.316954145205021,-78.1921756091578,-0.316964145205021,64.3016183327677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.32226786044
"58",-78.1921707496546,-0.316944145205021,-78.1921731724264,-0.316954145205021,65.447017694398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.2469041625
"59",-78.1921683482893,-0.316934145205021,-78.1921707496546,-0.316944145205021,66.5918583105064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.17262705033
"60",-78.1921659757775,-0.316924145205021,-78.1921683482893,-0.316934145205021,67.7359532241237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.09936632823
"61",-78.1921636395663,-0.316914145205021,-78.1921659757775,-0.316924145205021,68.8791220999152,-78.1922135967761,-0.316901067271829,4314.05,"2021-07-12 12:36:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.02705106737
"62",-78.1921613471025,-0.316904145205021,-78.1921636395663,-0.316914145205021,70.0211929632542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.9556096516
"63",-78.1921591058333,-0.316894145205021,-78.1921613471025,-0.316904145205021,71.1620039589228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.88496982092
"64",-78.1921569232055,-0.316884145205021,-78.1921591058333,-0.316894145205021,72.301405134254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.81505870961
"65",-78.1921548066662,-0.316874145205021,-78.1921569232055,-0.316884145205021,73.4392602462085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.7458028765
"66",-78.1921527636624,-0.316864145205021,-78.1921548066662,-0.316874145205021,74.5754485989878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.67712832436
"67",-78.192150801641,-0.316854145205021,-78.1921527636624,-0.316864145205021,75.7098669106578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.60896050598
"68",-78.1921489280491,-0.316844145205021,-78.192150801641,-0.316854145205021,76.8424312098164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.54122431417
"69",-78.1921471503336,-0.316834145205021,-78.1921489280491,-0.316844145205021,77.9730787643341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.47384405322
"70",-78.1921454759414,-0.316824145205021,-78.1921471503336,-0.316834145205021,79.1017700401945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.40674338908
"71",-78.1921439123198,-0.316814145205021,-78.1921454759414,-0.316824145205021,80.2284906829153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.33984527643
"72",-78.1921424669155,-0.316804145205021,-78.1921439123198,-0.316814145205021,81.3532535283852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.27307185951
"73",-78.1921411471756,-0.316794145205021,-78.1921424669155,-0.316804145205021,82.4761006266425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.20634434517
"74",-78.1921399605471,-0.316784145205021,-78.1921411471756,-0.316794145205021,83.5971052774532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.13958284568
"75",-78.1921389144769,-0.316774145205021,-78.1921399605471,-0.316784145205021,84.7163740674967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.07270618934
"76",-78.1921380164122,-0.316764145205021,-78.1921389144769,-0.316774145205021,85.8340488954774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.00563169721
"77",-78.1921372737997,-0.316754145205021,-78.1921380164122,-0.316764145205021,86.9503089755655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.93827492398
"78",-78.1921366940866,-0.316744145205021,-78.1921372737997,-0.316754145205021,88.065372799398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.87054936156
"79",-78.1921362847199,-0.316734145205021,-78.1921366940866,-0.316744145205021,89.179500040855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.80236610409
"80",-78.1921360531464,-0.316724145205021,-78.1921362847199,-0.316734145205021,90.2929933820447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.73363347291
"81",-78.1921360068133,-0.316714145205021,-78.1921360531464,-0.316724145205021,91.4062002383677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.66425660065
"82",-78.1921361531674,-0.316704145205021,-78.1921360068133,-0.316714145205021,92.5195143568754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.59413697353
"83",-78.1921364996559,-0.316694145205021,-78.1921361531674,-0.316704145205021,93.6333772628195,-78.1921394169331,-0.316697722300887,4313.09,"2021-07-12 12:35:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.52317193101
"84",-78.1921370537256,-0.316684145205021,-78.1921364996559,-0.316694145205021,94.7482795258125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.45440239186
"85",-78.1921378228235,-0.316674145205021,-78.1921370537256,-0.316684145205021,95.8647618181478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.39061618167
"86",-78.1921388143968,-0.316664145205021,-78.1921378228235,-0.316674145205021,96.9834157370179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.33132982624
"87",-78.1921400358923,-0.316654145205021,-78.1921388143968,-0.316664145205021,98.1048843635774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.2760616937
"88",-78.192141494757,-0.316644145205021,-78.1921400358923,-0.316654145205021,99.2298625337269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.22433027124
"89",-78.1921431984379,-0.316634145205021,-78.192141494757,-0.316644145205021,100.359096798506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.17565210747
"90",-78.1921451543821,-0.316624145205021,-78.1921431984379,-0.316634145205021,101.493385059181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.12953939774
"91",-78.1921473700364,-0.316614145205021,-78.1921451543821,-0.316624145205021,102.633575856487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.08549718973
"92",-78.192149852848,-0.316604145205021,-78.1921473700364,-0.316614145205021,103.780567318758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.04302018486
"93",-78.1921526102637,-0.316594145205021,-78.192149852848,-0.316604145205021,104.935305754607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.00158911161
"94",-78.1921556497306,-0.316584145205021,-78.1921526102637,-0.316594145205021,106.098783911871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.9606666447
"95",-78.1921589786957,-0.316574145205021,-78.1921556497306,-0.316584145205021,107.272038905985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.91969284451
"96",-78.1921626046059,-0.316564145205021,-78.1921589786957,-0.316574145205021,108.456149847375,-78.1921690050513,-0.316568976268172,4315.5,"2021-07-12 12:33:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.87808008908
"97",-78.1921665349083,-0.316554145205021,-78.1921626046059,-0.316564145205021,109.652235196104,-78.1921658199281,-0.316555062308908,4315.02,"2021-07-12 12:33:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.8352074708
"98",-78.1921665349083,-0.316554145205021,-78.1921626046059,-0.316564145205021,109.652235196104,-78.1921617127955,-0.31654835678637,4315.5,"2021-07-12 12:34:00",-0.316552966833115,-78.1921590305865,4316.330078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.8352074708
"99",-78.1921665349083,-0.316554145205021,-78.1921626046059,-0.316564145205021,109.652235196104,-78.1921778898686,-0.316556319594383,4312.61,"2021-07-12 12:35:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.8352074708
"100",-78.1921707770498,-0.316544145205021,-78.1921665349083,-0.316554145205021,110.861449871271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.79041462824
"101",-78.1921753384774,-0.316534145205021,-78.1921707770498,-0.316544145205021,112.084982174404,-78.1921931449324,-0.31654299236834,4312.13,"2021-07-12 12:34:30",NA,NA,NA,"2021-07-06","EOS2",0.255,1,6,3068.05555555556,4621.68123238596,2.405,0.1359,6.90016666666667,"old",626.654233333333,9.56683333333333,4311.74299498179
"102",-78.1921802266381,-0.316524145205021,-78.1921753384774,-0.316534145205021,113.32405054881,-78.192155091092,-0.316513739526272,4308.77,"2021-07-12 12:32:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.69218834103
"103",-78.1921854489789,-0.316514145205021,-78.1921802266381,-0.316524145205021,114.579900244779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.63717284847
"104",-78.1921910129469,-0.316504145205021,-78.1921854489789,-0.316514145205021,115.853799925801,-78.1921734474599,-0.31649362295866,4311.17,"2021-07-12 12:32:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.57705622314
"105",-78.1921969259888,-0.316494145205021,-78.1921910129469,-0.316504145205021,117.147038263517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.51086626479
"106",-78.1922031955519,-0.316484145205021,-78.1921969259888,-0.316494145205021,118.460920579778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.4375405756
"107",-78.192209829083,-0.316474145205021,-78.1922031955519,-0.316484145205021,119.796765568496,-78.1921481341124,-0.316428579390049,4307.8,"2021-07-12 12:31:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.35591545493
"108",-78.1922168340292,-0.316464145205021,-78.192209829083,-0.316474145205021,121.155902124941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.26837908797
"109",-78.1922242178374,-0.316454145205021,-78.1922168340292,-0.316464145205021,122.539666355661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.17804442301
"110",-78.1922319879546,-0.316444145205021,-78.1922242178374,-0.316454145205021,123.949398736127,-78.1921977549791,-0.316408630460501,4308.77,"2021-07-12 12:30:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.08474639905
