"","lon_fit","lat_fit","ele_fit","dist","slope50m","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","surface_area","flux_umolpers","Totalflux_umolpers","Wetland","dist_ANTE","dist_GAVI","dist_COLM","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"1",-78.1921410916266,-0.317504145205021,4322.59327825943,0,-0.241082795608809,"2021-07-05","EOS2",NA,0.0833333333333333,NA,NA,NA,NA,NA,1.07881816976387,0.089901514146989,0.089901514146989,"ANTE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0864,NA,NA,NA
"2",-78.1921416172124,-0.317503145205021,4322.56283431249,0.125758116334701,-0.240956171056974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.125758116334701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-78.1921421376578,-0.317502145205021,4322.53245456494,0.25125103727355,-0.240827686337346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.25125103727355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-78.192142653021,-0.317501145205021,4322.50213780094,0.376483785191016,-0.240565850693095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.376483785191016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",-78.1921431633596,-0.317500145205021,4322.47188282493,0.501461298783068,-0.240432794527084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.501461298783068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-78.1921436687311,-0.317499145205021,4322.44168845971,0.626188440836105,-0.240298476044117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.626188440836105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-78.1921441691921,-0.317498145205021,4322.41155354766,0.750669993160583,-0.240162997567054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.750669993160583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-78.1921446647991,-0.317497145205021,4322.3813299962,0.87491066043512,-0.240026448355338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.87491066043512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-78.1921451556079,-0.317496145205021,4322.35120051322,0.998915072194125,-0.23988890658222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",0.998915072194125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-78.192145641674,-0.317495145205021,4322.32116393309,1.12268777662486,-0.239750440979151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.12268777662486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-78.1921461230523,-0.317494145205021,4322.29121911108,1.24623325253921,-0.239611112182232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.24623325253921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",-78.1921465997973,-0.317493145205021,4322.26136492572,1.36955589950868,-0.239470973861117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.36955589950868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-78.1921470719632,-0.317492145205021,4322.23160027715,1.4926600442185,-0.239330073669476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.4926600442185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-78.1921475396035,-0.317491145205021,4322.2019240868,1.61554994173447,-0.239188454037156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.61554994173447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-78.1921480027714,-0.317490145205021,4322.17233529719,1.73822977564386,-0.239046152839604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.73822977564386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-78.1921484615197,-0.317489145205021,4322.14283287221,1.86070365696648,-0.238903203982068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.86070365696648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",-78.1921489159006,-0.317488145205021,4322.11341579708,1.9829756238086,-0.238759637877324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",1.9829756238086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-78.1921493659661,-0.317487145205021,4322.08408307626,2.10504964970667,-0.238615481865617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.10504964970667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-78.1921498117674,-0.317486145205021,4322.05483373563,2.22692963445846,-0.238470760584489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.22692963445846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-78.1921502533556,-0.317485145205021,4322.02566682011,2.34861941357537,-0.238325496269862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.34861941357537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-78.1921506907812,-0.317484145205021,4321.99658139464,2.47012275385709,-0.238179709025429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.47012275385709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-78.1921511240944,-0.317483145205021,4321.96757654358,2.59144335585043,-0.238033417066594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.59144335585043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",-78.1921515533448,-0.317482145205021,4321.93865136996,2.71258485632548,-0.237886636917336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.71258485632548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",-78.1921519785815,-0.317481145205021,4321.90980499653,2.83355082395741,-0.23773938359107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.83355082395741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",-78.1921523998536,-0.317480145205021,4321.88103656358,2.95434476793649,-0.237591670742691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",2.95434476793649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",-78.1921528172093,-0.317479145205021,4321.85234523057,3.07497013091997,-0.237443510819885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.07497013091997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",-78.1921532306967,-0.317478145205021,4321.82373017428,3.19543029644197,-0.237294915169035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.19543029644197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",-78.1921536403632,-0.317477145205021,4321.79519058992,3.31572858416854,-0.237145894152666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.31572858416854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",-78.1921540462561,-0.317476145205021,4321.7667256894,3.4358682566554,-0.236996457244424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.4358682566554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",-78.192154448422,-0.317475145205021,4321.7383347024,3.55585251467472,-0.236846613108568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.55585251467472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",-78.1921548469072,-0.317474145205021,4321.7100168755,3.67568450066797,-0.23669636968396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.67568450066797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",-78.1921552417577,-0.317473145205021,4321.68177147178,3.79536730003974,-0.236545734239887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.79536730003974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",-78.1921556330188,-0.317472145205021,4321.65359777136,3.91490393874725,-0.236394713449698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",3.91490393874725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",-78.1921560207358,-0.317471145205021,4321.62549506939,4.0342973913332,-0.23624331343313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",4.0342973913332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",-78.1921564049531,-0.317470145205021,4321.59746267808,4.15355057233872,-0.23609153981089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",4.15355057233872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",-78.1921567857152,-0.317469145205021,4321.56949992493,4.2726663432781,-0.23578689199812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",4.2726663432781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",-78.1921571630658,-0.317468145205021,4321.54160615233,4.39164751428964,-0.235634026918109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",4.39164751428964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",-78.1921575370484,-0.317467145205021,4321.51378071869,4.51049683888447,-0.235480806530063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTE",4.51049683888447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
