"","lon_fit","lat_fit","Date","EOS_no","Flux_ave","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","dist_diff","Total_flux","dist","slope50m","midpoint","surface_area","flux_umolpers","Totalflux_umolpers"
"1",-78.1995904919508,-0.324193710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.79639624658,0.150125023478722,NA,0,-0.672915825754011,NA,NA,NA,NA
"2",-78.1995904919508,-0.324193710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.79639624658,0,NA,0,-0.672915825754011,NA,NA,NA,NA
"3",-78.1995913967919,-0.324194710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.69334185069,0.148209411885773,NA,0.148209411885773,-0.67196387684278,NA,NA,NA,NA
"4",-78.199592275779,-0.324195710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.5918982618,0.146357903770422,NA,0.294567315656195,-0.67101606248873,NA,NA,NA,NA
"5",-78.1995931293627,-0.324196710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.49201148346,0.144569648890638,NA,0.439136964546833,-0.670072199248379,NA,NA,NA,NA
"6",-78.1995939579886,-0.324197710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.39362866034,0.142843774681978,NA,0.581980739228811,-0.668195612046303,NA,NA,NA,NA
"7",-78.1995947620973,-0.324198710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.2966980766,0.141179384584802,NA,0.723160123813614,-0.667262541889661,NA,NA,NA,NA
"8",-78.1995955421242,-0.324199710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.20116915547,0.139575543824776,NA,0.86273566763839,-0.666332730155133,NA,NA,NA,NA
"9",-78.1995962984999,-0.324200710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.1069924686,0.138031297159614,NA,1.000766964798,-0.665406013575635,NA,NA,NA,NA
"10",-78.1995970316497,-0.324201710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.01411973336,0.136545660879165,NA,1.13731262567717,-0.664485424841425,NA,NA,NA,NA
"11",-78.1995977419944,-0.324202710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4149.92250381579,0.135117618435061,NA,1.27243024411223,-0.663573477264088,NA,NA,NA,NA
"12",-78.1995984299496,-0.324203710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4149.83209873644,0.133746130088184,NA,1.40617637420041,-0.661772143969215,NA,NA,NA,NA
"13",-78.1995990959263,-0.324204710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4149.74285966991,0.132430127145653,NA,1.53860650134607,-0.660881286623337,NA,NA,NA,NA
"14",-78.1995990959263,-0.324204710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4149.74285966991,0,NA,1.53860650134607,-0.660881286623337,NA,NA,NA,NA
"15",-78.1995997403306,-0.324205710792542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4149.65474294835,0.131168519815446,NA,1.66977502116151,-0.659996105623748,NA,NA,NA,NA
