"","lat_fit","lon_fit","ele_fit","dist","Date","Point","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","Total_hPa","VaisalaType","EOS_no"
"1",-0.34902941087091,-78.199069105851,NA,1276.5033406992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-0.34902841087091,-78.1990861384835,NA,1272.51359011377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-0.34902741087091,-78.1991015800308,NA,1270.79107598453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-0.34902641087091,-78.1991155513315,3894.64649410612,1269.23184791725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",-0.34902541087091,-78.1991281656095,3894.72129334763,1267.8232533565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-0.34902441087091,-78.1991395288795,3894.78803167206,1266.55343453487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-0.34902341087091,-78.199149740334,3894.84748871265,1265.41128390665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-0.34902241087091,-78.1991588927118,3894.90037237957,1264.38640124943,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-0.34902141087091,-78.199167072651,3894.94732547738,1263.46905216174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-0.34902041087091,-78.1991743610244,3894.98893194381,1262.65012788732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-0.34901941087091,-78.199180833259,3895.02572267901,1261.92110618454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",-0.34901841087091,-78.1991865596418,3895.05818096035,1261.27401293609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-0.34901741087091,-78.1991916056097,3895.08674745217,1260.70138426854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-0.34901641087091,-78.1991960320265,3895.11182484257,1260.19622875111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-0.34901541087091,-78.1991998954459,3895.13378214595,1259.75198927346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-0.34901441087091,-78.1992032483625,3895.15295871789,1259.36250415055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",-0.34901341087091,-78.1992061394495,3895.16966803005,1259.02196703434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-0.34901241087091,-78.1992086137861,3895.18420124096,1258.72488547934,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-0.34901141087091,-78.1992107130725,3895.19683057029,1258.46603858862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-0.34901041087091,-78.1992124758343,3895.20781241447,1258.2404355817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-0.34900941087091,-78.1992139376178,3895.21739001944,1258.04327963245,NA,NA,NA,NA,NA,NA,NA,NA,NA
