Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,R21333
ID Dispositivo:,,W2
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
27/7/2021,12:30:00,727.34
27/7/2021,12:45:00,995.71
27/7/2021,13:00:00,1128.64
27/7/2021,13:15:00,1217.92
27/7/2021,13:30:00,1281.88
27/7/2021,13:45:00,1339.82
27/7/2021,14:00:00,1369.91
27/7/2021,14:15:00,1412.05
27/7/2021,14:30:00,1432.11
27/7/2021,14:45:00,1455.19
27/7/2021,15:00:00,1480.02
27/7/2021,15:15:00,1491.55
27/7/2021,15:30:00,1511.87
27/7/2021,15:45:00,1529.93
27/7/2021,16:00:00,1533.94
27/7/2021,16:15:00,1552.75
27/7/2021,16:30:00,1560.28
27/7/2021,16:45:00,1572.82
27/7/2021,17:00:00,1586.86
27/7/2021,17:15:00,1591.63
27/7/2021,17:30:00,1605.17
27/7/2021,17:45:00,1605.42
27/7/2021,18:00:00,1619.97
27/7/2021,18:15:00,1632.01
27/7/2021,18:30:00,1630
27/7/2021,18:45:00,1646.05
27/7/2021,19:00:00,1653.33
27/7/2021,19:15:00,1655.33
27/7/2021,19:30:00,1660.35
27/7/2021,19:45:00,1671.64
27/7/2021,20:00:00,1676.4
27/7/2021,20:15:00,1683.92
27/7/2021,20:30:00,1696.46
27/7/2021,20:45:00,1694.96
27/7/2021,21:00:00,1691.45
27/7/2021,21:15:00,1705.24
27/7/2021,21:30:00,1706.75
27/7/2021,21:45:00,1713.02
27/7/2021,22:00:00,1720.54
27/7/2021,22:15:00,1709.26
27/7/2021,22:30:00,1721.8
27/7/2021,22:45:00,1735.09
27/7/2021,23:00:00,1734.59
27/7/2021,23:15:00,1731.83
27/7/2021,23:30:00,1744.87
27/7/2021,23:45:00,1740.61
28/7/2021,0:00:00,1749.39
28/7/2021,0:15:00,1746.88
28/7/2021,0:30:00,1748.13
28/7/2021,0:45:00,1750.89
28/7/2021,1:00:00,1757.41
28/7/2021,1:15:00,1749.13
28/7/2021,1:30:00,1756.16
28/7/2021,1:45:00,1757.41
28/7/2021,2:00:00,1754.9
28/7/2021,2:15:00,1747.13
28/7/2021,2:30:00,1748.13
28/7/2021,2:45:00,1730.83
28/7/2021,3:00:00,1724.56
28/7/2021,3:15:00,1709.51
28/7/2021,3:30:00,1691.45
28/7/2021,3:45:00,1680.41
28/7/2021,4:00:00,1671.13
28/7/2021,4:15:00,1662.1
28/7/2021,4:30:00,1651.07
28/7/2021,4:45:00,1650.82
28/7/2021,5:00:00,1642.04
28/7/2021,5:15:00,1633.26
28/7/2021,5:30:00,1624.48
28/7/2021,5:45:00,1614.2
28/7/2021,6:00:00,1619.22
28/7/2021,6:15:00,1607.93
28/7/2021,6:30:00,1618.46
28/7/2021,6:45:00,1610.69
28/7/2021,7:00:00,1606.42
28/7/2021,7:15:00,1615.7
28/7/2021,7:30:00,1602.91
28/7/2021,7:45:00,1594.14
28/7/2021,8:00:00,1605.17
28/7/2021,8:15:00,1599.15
28/7/2021,8:30:00,1594.14
28/7/2021,8:45:00,1604.42
28/7/2021,9:00:00,1595.39
28/7/2021,9:15:00,1595.14
28/7/2021,9:30:00,1596.89
28/7/2021,9:45:00,1593.88
28/7/2021,10:00:00,1591.88
28/7/2021,10:15:00,1594.14
28/7/2021,10:30:00,1596.39
28/7/2021,10:45:00,1598.15
28/7/2021,11:00:00,1594.14
28/7/2021,11:15:00,1595.14
28/7/2021,11:30:00,1598.15
28/7/2021,11:45:00,1595.39
28/7/2021,12:00:00,1594.14
28/7/2021,12:15:00,1595.64
28/7/2021,12:30:00,0.25
28/7/2021,12:45:00,3.01
28/7/2021,13:00:00,1600.15
28/7/2021,13:15:00,1
28/7/2021,13:30:00,1603.16
28/7/2021,13:45:00,1611.94
28/7/2021,14:00:00,1615.96
28/7/2021,14:15:00,1628.5
28/7/2021,14:30:00,1624.48
28/7/2021,14:45:00,1634.52
28/7/2021,15:00:00,1639.78
28/7/2021,15:15:00,1644.05
28/7/2021,15:30:00,1651.07
28/7/2021,15:45:00,1652.32
28/7/2021,16:00:00,1662.61
28/7/2021,16:15:00,1661.85
28/7/2021,16:30:00,1666.37
28/7/2021,16:45:00,1670.13
28/7/2021,17:00:00,1665.11
28/7/2021,17:15:00,1673.89
28/7/2021,17:30:00,1681.67
28/7/2021,17:45:00,1682.92
28/7/2021,18:00:00,1689.19
28/7/2021,18:15:00,1692.7
28/7/2021,18:30:00,1690.19
28/7/2021,18:45:00,1697.97
28/7/2021,19:00:00,1705.49
28/7/2021,19:15:00,1699.47
28/7/2021,19:30:00,1704.24
28/7/2021,19:45:00,1716.78
28/7/2021,20:00:00,1711.76
28/7/2021,20:15:00,1715.53
28/7/2021,20:30:00,1722.05
28/7/2021,20:45:00,1720.54
28/7/2021,21:00:00,1724.81
28/7/2021,21:15:00,1725.06
28/7/2021,21:30:00,1726.81
