Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,R39140
ID Dispositivo:,,Well01
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
16/7/2021,12:15:00,9129
16/7/2021,12:30:00,9202.6
16/7/2021,12:45:00,9193.6
16/7/2021,13:00:00,9204.1
16/7/2021,13:15:00,9201.1
16/7/2021,13:30:00,9255.3
16/7/2021,13:45:00,9223.7
16/7/2021,14:00:00,9226.7
16/7/2021,14:15:00,9279.3
16/7/2021,14:30:00,9285.3
16/7/2021,14:45:00,9291.3
16/7/2021,15:00:00,9363.5
16/7/2021,15:15:00,9383
16/7/2021,15:30:00,9384.6
16/7/2021,15:45:00,9437.2
16/7/2021,16:00:00,9482.3
16/7/2021,16:15:00,9519.9
16/7/2021,16:30:00,9574
16/7/2021,16:45:00,9589
16/7/2021,17:00:00,9595
16/7/2021,17:15:00,9617.6
16/7/2021,17:30:00,9647.7
16/7/2021,17:45:00,9626.6
16/7/2021,18:00:00,9623.6
16/7/2021,18:15:00,9688.2
16/7/2021,18:30:00,9709.3
16/7/2021,18:45:00,9673.2
16/7/2021,19:00:00,9740.9
16/7/2021,19:15:00,9745.4
16/7/2021,19:30:00,9722.8
16/7/2021,19:45:00,9737.9
16/7/2021,20:00:00,9709.3
16/7/2021,20:15:00,9664.2
16/7/2021,20:30:00,9688.2
16/7/2021,20:45:00,9688.2
16/7/2021,21:00:00,9634.1
16/7/2021,21:15:00,9589
16/7/2021,21:30:00,9608.6
16/7/2021,21:45:00,9580
16/7/2021,22:00:00,9552.9
16/7/2021,22:15:00,9555.9
16/7/2021,22:30:00,9519.9
16/7/2021,22:45:00,9489.8
16/7/2021,23:00:00,9480.8
16/7/2021,23:15:00,9485.3
16/7/2021,23:30:00,9420.6
16/7/2021,23:45:00,9435.7
17/7/2021,0:00:00,9440.2
17/7/2021,0:15:00,9353
17/7/2021,0:30:00,9347
17/7/2021,0:45:00,9318.4
17/7/2021,1:00:00,9279.3
17/7/2021,1:15:00,9226.7
17/7/2021,1:30:00,9225.2
17/7/2021,1:45:00,9211.7
17/7/2021,2:00:00,9189.1
17/7/2021,2:15:00,9195.1
17/7/2021,2:30:00,9241.7
17/7/2021,2:45:00,9264.3
17/7/2021,3:00:00,9345.5
17/7/2021,3:15:00,9387.6
17/7/2021,3:30:00,9321.4
17/7/2021,3:45:00,9339.4
17/7/2021,4:00:00,9337.9
17/7/2021,4:15:00,9347
17/7/2021,4:30:00,9356
17/7/2021,4:45:00,9377
17/7/2021,5:00:00,9384.6
17/7/2021,5:15:00,9408.6
17/7/2021,5:30:00,9459.7
17/7/2021,5:45:00,9449.2
17/7/2021,6:00:00,9482.3
17/7/2021,6:15:00,9518.4
17/7/2021,6:30:00,9557.4
17/7/2021,6:45:00,9543.9
17/7/2021,7:00:00,9602.6
17/7/2021,7:15:00,9610.1
17/7/2021,7:30:00,9548.4
