Nombre Dispositivo:,,OM-CP-VOLT101A
Descripci—n del dispositivo:,,Registrador de Voltaje
Nœmero de Serie:,,R37301
ID Dispositivo:,,Box 7
,,
,,Canal 1
Date,Tiempo,Voltaje (ppm)
12/29/2021,3:15:00 PM,5933.4
12/29/2021,3:30:00 PM,5986.5
12/29/2021,3:45:00 PM,6104.95
12/29/2021,4:00:00 PM,6055.12
12/29/2021,4:15:00 PM,5910.36
12/29/2021,4:30:00 PM,6175.33
12/29/2021,4:45:00 PM,5836.23
12/29/2021,5:00:00 PM,5880.81
12/29/2021,5:15:00 PM,5795.66
12/29/2021,5:30:00 PM,5810.69
12/29/2021,5:45:00 PM,5749.08
12/29/2021,6:00:00 PM,5778.38
12/29/2021,6:15:00 PM,5742.32
12/29/2021,6:30:00 PM,5736.06
12/29/2021,6:45:00 PM,5731.55
12/29/2021,7:00:00 PM,5743.57
12/29/2021,7:15:00 PM,5747.08
12/29/2021,7:30:00 PM,5751.83
12/29/2021,7:45:00 PM,5764.61
12/29/2021,8:00:00 PM,5738.81
12/29/2021,8:15:00 PM,5736.81
12/29/2021,8:30:00 PM,5731.3
12/29/2021,8:45:00 PM,5733.05
12/29/2021,9:00:00 PM,5700.75
12/29/2021,9:15:00 PM,5668.94
12/29/2021,9:30:00 PM,5662.18
12/29/2021,9:45:00 PM,5645.4
12/29/2021,10:00:00 PM,5642.64
12/29/2021,10:15:00 PM,5629.87
12/29/2021,10:30:00 PM,5615.6
12/29/2021,10:45:00 PM,5605.58
12/29/2021,11:00:00 PM,5611.59
12/29/2021,11:15:00 PM,5596.81
12/29/2021,11:30:00 PM,5561.25
12/29/2021,11:45:00 PM,5568.76
12/30/2021,12:00:00 AM,5546.98
12/30/2021,12:15:00 AM,5571.27
12/30/2021,12:30:00 AM,5585.54
12/30/2021,12:45:00 AM,5551.48
12/30/2021,1:00:00 AM,5545.97
12/30/2021,1:15:00 AM,5541.47
12/30/2021,1:30:00 AM,5544.72
12/30/2021,1:45:00 AM,5534.2
12/30/2021,2:00:00 AM,5553.24
12/30/2021,2:15:00 AM,5508.16
12/30/2021,2:30:00 AM,5499.39
12/30/2021,2:45:00 AM,5482.61
12/30/2021,3:00:00 AM,5469.34
12/30/2021,3:15:00 AM,5444.55
12/30/2021,3:30:00 AM,5442.04
12/30/2021,3:45:00 AM,5438.79
12/30/2021,4:00:00 AM,5468.09
12/30/2021,4:15:00 AM,5477.6
12/30/2021,4:30:00 AM,5463.58
12/30/2021,4:45:00 AM,5460.32
12/30/2021,5:00:00 AM,5436.03
12/30/2021,5:15:00 AM,5449.05
12/30/2021,5:30:00 AM,5464.08
12/30/2021,5:45:00 AM,5461.58
12/30/2021,6:00:00 AM,5467.84
12/30/2021,6:15:00 AM,5445.05
12/30/2021,6:30:00 AM,5450.06
12/30/2021,6:45:00 AM,5444.55
12/30/2021,7:00:00 AM,5437.28
12/30/2021,7:15:00 AM,5469.09
12/30/2021,7:30:00 AM,5520.68
12/30/2021,7:45:00 AM,5511.91
12/30/2021,8:00:00 AM,5610.09
12/30/2021,8:15:00 AM,5672.2
12/30/2021,8:30:00 AM,6077.66
12/30/2021,8:45:00 AM,6024.31
12/30/2021,9:00:00 AM,5988.5
12/30/2021,9:15:00 AM,5986
12/30/2021,9:30:00 AM,6052.36
12/30/2021,9:45:00 AM,6032.08
12/30/2021,10:00:00 AM,5979.98
12/30/2021,10:15:00 AM,6070.14
12/30/2021,10:30:00 AM,6024.06
12/30/2021,10:45:00 AM,5988.75
12/30/2021,11:00:00 AM,5961.45
12/30/2021,11:15:00 AM,5972.47
12/30/2021,11:30:00 AM,6096.69
12/30/2021,11:45:00 AM,6043.35
12/30/2021,12:00:00 PM,6142.27
12/30/2021,12:15:00 PM,6180.09
12/30/2021,12:30:00 PM,6084.92
12/30/2021,12:45:00 PM,6115.47
12/30/2021,1:00:00 PM,6092.93
12/30/2021,1:15:00 PM,6152.29
12/30/2021,1:30:00 PM,6152.79
12/30/2021,1:45:00 PM,6215.4
12/30/2021,2:00:00 PM,6099.19
12/30/2021,2:15:00 PM,6231.68
12/30/2021,2:30:00 PM,6133.75
12/30/2021,2:45:00 PM,6151.54
12/30/2021,3:00:00 PM,6290.53
12/30/2021,3:15:00 PM,6301.3
12/30/2021,3:30:00 PM,6307.06
12/30/2021,3:45:00 PM,6146.78
12/30/2021,4:00:00 PM,6171.82
12/30/2021,4:15:00 PM,6158.8
12/30/2021,4:30:00 PM,6231.43
12/30/2021,4:45:00 PM,6070.64
12/30/2021,5:00:00 PM,6064.88
12/30/2021,5:15:00 PM,6057.12
12/30/2021,5:30:00 PM,6057.12
12/30/2021,5:45:00 PM,6047.1
12/30/2021,6:00:00 PM,6032.33
12/30/2021,6:15:00 PM,6031.58
12/30/2021,6:30:00 PM,6032.83
12/30/2021,6:45:00 PM,5967.21
12/30/2021,7:00:00 PM,5978.73
12/30/2021,7:15:00 PM,5950.18
12/30/2021,7:30:00 PM,5911.36
12/30/2021,7:45:00 PM,5972.72
12/30/2021,8:00:00 PM,5964.46
12/30/2021,8:15:00 PM,5936.41
12/30/2021,8:30:00 PM,5960.2
12/30/2021,8:45:00 PM,5984.24
12/30/2021,9:00:00 PM,5953.44
12/30/2021,9:15:00 PM,5971.47
12/30/2021,9:30:00 PM,5949.43
12/30/2021,9:45:00 PM,5948.43
12/30/2021,10:00:00 PM,5962.7
12/30/2021,10:15:00 PM,5960.95
12/30/2021,10:30:00 PM,5949.93
12/30/2021,10:45:00 PM,5954.44
12/30/2021,11:00:00 PM,5960.7
12/30/2021,11:15:00 PM,5958.45
12/30/2021,11:30:00 PM,5958.2
12/30/2021,11:45:00 PM,5953.69
12/31/2021,12:00:00 AM,5988.25
12/31/2021,12:15:00 AM,5971.97
12/31/2021,12:30:00 AM,5955.94
12/31/2021,12:45:00 AM,5948.18
12/31/2021,1:00:00 AM,5943.67
12/31/2021,1:15:00 AM,5948.18
12/31/2021,1:30:00 AM,5992.76
12/31/2021,1:45:00 AM,5993.26
12/31/2021,2:00:00 AM,5964.21
12/31/2021,2:15:00 AM,5998.52
12/31/2021,2:30:00 AM,6000.77
12/31/2021,2:45:00 AM,5979.98
12/31/2021,3:00:00 AM,5978.73
12/31/2021,3:15:00 AM,5976.98
12/31/2021,3:30:00 AM,5978.73
12/31/2021,3:45:00 AM,5975.48
12/31/2021,4:00:00 AM,5981.49
12/31/2021,4:15:00 AM,5977.23
12/31/2021,4:30:00 AM,5977.48
12/31/2021,4:45:00 AM,5965.96
12/31/2021,5:00:00 AM,5965.71
12/31/2021,5:15:00 AM,5972.97
12/31/2021,5:30:00 AM,5972.72
12/31/2021,5:45:00 AM,5968.97
12/31/2021,6:00:00 AM,5959.2
12/31/2021,6:15:00 AM,5967.21
12/31/2021,6:30:00 AM,5961.45
12/31/2021,6:45:00 AM,5961.2
12/31/2021,7:00:00 AM,5959.2
12/31/2021,7:15:00 AM,5968.71
12/31/2021,7:30:00 AM,5970.97
12/31/2021,7:45:00 AM,6035.33
12/31/2021,8:00:00 AM,6299.04
12/31/2021,8:15:00 AM,6396.97
12/31/2021,8:30:00 AM,6384.19
12/31/2021,8:45:00 AM,6393.96
12/31/2021,9:00:00 AM,6378.43
12/31/2021,9:15:00 AM,6382.69
12/31/2021,9:30:00 AM,6392.71
12/31/2021,9:45:00 AM,6390.7
12/31/2021,10:00:00 AM,6387.2
12/31/2021,10:15:00 AM,6409.99
12/31/2021,10:30:00 AM,6420.51
12/31/2021,10:45:00 AM,6397.22
12/31/2021,11:00:00 AM,6384.69
12/31/2021,11:15:00 AM,6345.88
12/31/2021,11:30:00 AM,6388.7
12/31/2021,11:45:00 AM,6402.73
12/31/2021,12:00:00 PM,6407.73
12/31/2021,12:15:00 PM,6390.45
12/31/2021,12:30:00 PM,6381.94
12/31/2021,12:45:00 PM,6338.86
12/31/2021,1:00:00 PM,6323.34
12/31/2021,1:15:00 PM,6305.81
12/31/2021,1:30:00 PM,6287.02
12/31/2021,1:45:00 PM,6187.85
12/31/2021,2:00:00 PM,6135.51
12/31/2021,2:15:00 PM,6166.81
12/31/2021,2:30:00 PM,6177.58
12/31/2021,2:45:00 PM,6173.32
12/31/2021,3:00:00 PM,6146.78
12/31/2021,3:15:00 PM,6152.29
12/31/2021,3:30:00 PM,6120.73
12/31/2021,3:45:00 PM,6143.77
12/31/2021,4:00:00 PM,6145.02
12/31/2021,4:15:00 PM,6121.23
12/31/2021,4:30:00 PM,6117.23
12/31/2021,4:45:00 PM,6130.25
12/31/2021,5:00:00 PM,5957.19
12/31/2021,5:15:00 PM,5808.68
12/31/2021,5:30:00 PM,5725.29
12/31/2021,5:45:00 PM,5526.44
12/31/2021,6:00:00 PM,5306.55
12/31/2021,6:15:00 PM,5127.49
12/31/2021,6:30:00 PM,4986.99
12/31/2021,6:45:00 PM,4869.29
12/31/2021,7:00:00 PM,4758.34
12/31/2021,7:15:00 PM,4670.19
12/31/2021,7:30:00 PM,4617.6
12/31/2021,7:45:00 PM,4618.6
12/31/2021,8:00:00 PM,4659.92
12/31/2021,8:15:00 PM,4906.1
