OBJECTID,Id,gridcode,Shape_Leng,Shape_Length,Shape_Area
1,1,0,415584.858164,135.82289630660097,89.00844930794413
2,2,1,521734.039546,216.7034988793183,197.7895852098122
3,3,2,291168.044575,577.6337218402875,2070.809569040123
