OBJECTID,Id,gridcode,Shape_Leng,Shape_Length,Shape_Area
1,1,0,415584.858164,835.1720685976928,918.0260526840195
2,2,1,521734.039546,1282.4965445665398,2418.4051079002793
3,3,2,291168.044575,1503.8783791175933,30188.867386741316
