metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,,,,,,,,,,,,,,,,,,,,,
1,,,2021-07-13T11:25:43Z,,-0.344915651,-78.19878157,-0.314685144,-78.19213187,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,email,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,license,author,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,,,,,,,,,,,,,,,,,,,,
1,,,,,,,Garmin International,,http://www.garmin.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhoneNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
