"Título de trazado: Luxarriba_01"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10163226, SEN S/N: 10163226)","Intensidad, lum/ft² (LGR S/N: 10163226, SEN S/N: 10163226)","Final de archivo (LGR S/N: 10163226)"
3348,11/24/21 08:00:00 AM,46.548,3584.0,
3349,11/24/21 08:15:00 AM,57.268,7936.0,
3350,11/24/21 08:30:00 AM,62.425,6400.0,
3351,11/24/21 08:45:00 AM,66.879,8704.0,
3352,11/24/21 09:00:00 AM,63.111,5120.0,
3353,11/24/21 09:15:00 AM,53.973,3584.0,
3354,11/24/21 09:30:00 AM,58.303,4864.0,
3355,11/24/21 09:45:00 AM,61.227,5888.0,
3356,11/24/21 10:00:00 AM,59.680,7936.0,
3357,11/24/21 10:15:00 AM,58.476,4608.0,
3358,11/24/21 10:30:00 AM,55.884,6912.0,
3359,11/24/21 10:45:00 AM,66.366,6144.0,
3360,11/24/21 11:00:00 AM,57.096,3072.0,
3361,11/24/21 11:15:00 AM,60.539,8192.0,
3362,11/24/21 11:30:00 AM,65.167,5376.0,
3363,11/24/21 11:45:00 AM,59.508,5376.0,
3364,11/24/21 12:00:00 PM,67.564,7424.0,
3365,11/24/21 12:15:00 PM,65.851,8192.0,
3366,11/24/21 12:30:00 PM,84.295,16384.0,
3367,11/24/21 12:45:00 PM,80.029,12288.0,
3368,11/24/21 01:00:00 PM,89.384,13312.0,
3369,11/24/21 01:15:00 PM,83.935,4864.0,
3370,11/24/21 01:30:00 PM,91.240,17408.0,
3371,11/24/21 01:45:00 PM,92.174,9728.0,
3372,11/24/21 02:00:00 PM,70.824,5376.0,
3373,11/24/21 02:15:00 PM,70.995,12288.0,
3374,11/24/21 02:30:00 PM,72.718,6400.0,
3375,11/24/21 02:45:00 PM,85.374,13312.0,
3376,11/24/21 03:00:00 PM,87.004,8192.0,
3377,11/24/21 03:15:00 PM,65.680,4096.0,
3378,11/24/21 03:30:00 PM,82.152,15872.0,
3379,11/24/21 03:45:00 PM,66.022,3072.0,
3380,11/24/21 04:00:00 PM,53.274,480.0,
3381,11/24/21 04:15:00 PM,47.266,480.0,
3382,11/24/21 04:30:00 PM,45.466,176.0,
3383,11/24/21 04:45:00 PM,44.013,112.0,
3384,11/24/21 05:00:00 PM,42.363,34.0,
3385,11/24/21 05:15:00 PM,42.179,66.0,
3386,11/24/21 05:30:00 PM,41.994,128.0,
3387,11/24/21 05:45:00 PM,41.994,82.0,
3388,11/24/21 06:00:00 PM,41.625,13.0,
3389,11/24/21 06:15:00 PM,41.439,0.0,
3390,11/24/21 06:30:00 PM,41.439,0.0,
3391,11/24/21 06:45:00 PM,41.439,0.0,
3392,11/24/21 07:00:00 PM,41.067,0.0,
3393,11/24/21 07:15:00 PM,39.573,0.0,
3394,11/24/21 07:30:00 PM,39.384,0.0,
3395,11/24/21 07:45:00 PM,39.573,0.0,
3396,11/24/21 08:00:00 PM,39.196,0.0,
3397,11/24/21 08:15:00 PM,39.573,0.0,
3398,11/24/21 08:30:00 PM,39.007,0.0,
3399,11/24/21 08:45:00 PM,38.250,0.0,
3400,11/24/21 09:00:00 PM,38.250,0.0,
3401,11/24/21 09:15:00 PM,38.440,0.0,
3402,11/24/21 09:30:00 PM,38.629,0.0,
3403,11/24/21 09:45:00 PM,38.440,0.0,
3404,11/24/21 10:00:00 PM,38.061,0.0,
3405,11/24/21 10:15:00 PM,37.488,0.0,
3406,11/24/21 10:30:00 PM,38.061,0.0,
3407,11/24/21 10:45:00 PM,38.250,0.0,
3408,11/24/21 11:00:00 PM,38.061,0.0,
3409,11/24/21 11:15:00 PM,38.250,0.0,
3410,11/24/21 11:30:00 PM,38.440,0.0,
3411,11/24/21 11:45:00 PM,38.440,0.0,
3412,11/25/21 12:00:00 AM,38.440,0.0,
3413,11/25/21 12:15:00 AM,38.250,0.0,
3414,11/25/21 12:30:00 AM,37.679,0.0,
3415,11/25/21 12:45:00 AM,36.531,0.0,
3416,11/25/21 01:00:00 AM,36.145,0.0,
3417,11/25/21 01:15:00 AM,37.297,0.0,
3418,11/25/21 01:30:00 AM,37.679,0.0,
3419,11/25/21 01:45:00 AM,37.870,0.0,
3420,11/25/21 02:00:00 AM,38.061,0.0,
3421,11/25/21 02:15:00 AM,37.679,0.0,
3422,11/25/21 02:30:00 AM,38.061,0.0,
3423,11/25/21 02:45:00 AM,38.250,0.0,
3424,11/25/21 03:00:00 AM,38.250,0.0,
3425,11/25/21 03:15:00 AM,38.250,0.0,
3426,11/25/21 03:30:00 AM,38.061,0.0,
3427,11/25/21 03:45:00 AM,37.488,0.0,
3428,11/25/21 04:00:00 AM,37.870,0.0,
3429,11/25/21 04:15:00 AM,38.061,0.0,
3430,11/25/21 04:30:00 AM,37.679,0.0,
3431,11/25/21 04:45:00 AM,37.107,0.0,
3432,11/25/21 05:00:00 AM,36.531,0.0,
3433,11/25/21 05:15:00 AM,37.297,0.0,
3434,11/25/21 05:30:00 AM,37.488,0.0,
3435,11/25/21 05:45:00 AM,37.679,0.0,
3436,11/25/21 06:00:00 AM,37.870,36.0,
3437,11/25/21 06:15:00 AM,38.061,208.0,
3438,11/25/21 06:30:00 AM,38.629,416.0,
3439,11/25/21 06:45:00 AM,39.384,576.0,
3440,11/25/21 07:00:00 AM,40.134,800.0,
3441,11/25/21 07:15:00 AM,40.509,864.0,
3442,11/25/21 07:30:00 AM,40.881,960.0,
3443,11/25/21 07:45:00 AM,41.625,1216.0,
3444,11/25/21 08:00:00 AM,42.915,1792.0,
3445,11/25/21 08:15:00 AM,44.013,2560.0,
3446,11/25/21 08:30:00 AM,43.831,1728.0,
3447,11/25/21 08:45:00 AM,46.188,3328.0,
3448,11/25/21 09:00:00 AM,47.982,4096.0,
3449,11/25/21 09:15:00 AM,48.695,3712.0,
3450,11/25/21 09:30:00 AM,50.466,5376.0,
3451,11/25/21 09:45:00 AM,52.225,6144.0,
3452,11/25/21 10:00:00 AM,50.643,4096.0,
3453,11/25/21 10:15:00 AM,55.364,5888.0,
3454,11/25/21 10:30:00 AM,52.750,5120.0,
3455,11/25/21 10:45:00 AM,55.537,6400.0,
3456,11/25/21 11:00:00 AM,57.785,7680.0,
3457,11/25/21 11:15:00 AM,61.569,10240.0,
3458,11/25/21 11:30:00 AM,60.712,9216.0,
3459,11/25/21 11:45:00 AM,59.337,7424.0,
3460,11/25/21 12:00:00 PM,60.368,7936.0,
3461,11/25/21 12:15:00 PM,58.647,7936.0,
3462,11/25/21 12:30:00 PM,61.741,9216.0,
3463,11/25/21 12:45:00 PM,62.940,9728.0,
3464,11/25/21 01:00:00 PM,59.337,6656.0,
3465,11/25/21 01:15:00 PM,54.669,3456.0,
3466,11/25/21 01:30:00 PM,52.050,3200.0,
3467,11/25/21 01:45:00 PM,50.290,1728.0,
3468,11/25/21 02:00:00 PM,46.008,1280.0,
3469,11/25/21 02:15:00 PM,46.548,1216.0,
3470,11/25/21 02:30:00 PM,47.088,1152.0,
3471,11/25/21 02:45:00 PM,47.266,2048.0,Registrado
