
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2021-08-04T18:05:38Z,,-0.348987998440862,-78.199993008747697,-0.344656985253096,-78.198612006381154,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,
1,-0.348987998440862,-78.199237966910005,3895.2597660000001,2021-07-16T14:45:46Z,,,"075",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T14:45:46Z,
2,-0.348634030669928,-78.199402000755072,3897.0820309999999,2021-07-16T15:13:49Z,,,"076",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:13:49Z,
3,-0.348629001528025,-78.199443994089961,3892.4650879999999,2021-07-16T15:14:52Z,,,"077",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:14:52Z,
4,-0.348333958536386,-78.199575003236532,3903.203125,2021-07-16T15:27:11Z,,,"078",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:27:11Z,
5,-0.348256006836891,-78.199612973257899,3898.998779,2021-07-16T15:30:31Z,,,"079",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:30:31Z,
6,-0.347921987995505,-78.199661001563072,3896.3164059999999,2021-07-16T15:46:38Z,,,"080",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:46:38Z,
7,-0.347922993823886,-78.199669970199466,3896.5153810000002,2021-07-16T15:46:48Z,,,"081",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:46:48Z,
8,-0.347832972183824,-78.199693020433187,3896.844971,2021-07-16T15:49:17Z,,,"082",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:49:17Z,
9,-0.347936991602182,-78.199683967977762,3896.1145019999999,2021-07-16T15:50:17Z,,,"083",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T15:50:17Z,
10,-0.347510017454624,-78.199752029031515,3897.4208979999999,2021-07-16T16:06:16Z,,,"084",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:06:16Z,
11,-0.347440028563142,-78.199750017374754,3897.7985840000001,2021-07-16T16:11:14Z,,,"085",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:11:14Z,
12,-0.347069967538118,-78.199753034859896,3896.9291990000002,2021-07-16T16:23:45Z,,,"086",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:23:45Z,
13,-0.346983969211578,-78.199738031253219,3899.2426759999998,2021-07-16T16:25:48Z,,,"087",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:25:48Z,
14,-0.34692001529038,-78.199727972969413,3901.7189939999998,2021-07-16T16:33:04Z,,,"088",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:33:04Z,
15,-0.346594965085387,-78.199897035956383,3897.3588869999999,2021-07-16T16:43:19Z,,,"089",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-16T16:43:19Z,
