"Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20028184, SEN S/N: 20028184)","Temp, °C (LGR S/N: 20028184, SEN S/N: 20028184)",,
6/11/2021 13:45,65.04,8.68,62.517,62.4853
6/11/2021 14:00,65.015,8.68,62.5134,62.4727
6/11/2021 14:15,65.002,8.68,62.5,62.4573
6/11/2021 14:30,65.005,8.779,62.4853,62.4556
6/11/2021 14:45,64.982,8.879,62.4727,62.4388
6/11/2021 15:00,64.969,8.879,62.4573,62.4258
6/11/2021 15:15,64.959,8.978,62.4556,62.405
6/11/2021 15:30,64.934,8.978,62.4388,62.3947
6/11/2021 15:45,64.934,8.978,62.4258,62.4043
6/11/2021 16:00,64.934,8.978,62.405,62.4104
6/11/2021 16:15,64.946,8.978,62.3947,62.4129
6/11/2021 16:30,64.944,8.879,62.4043,62.4201
6/11/2021 16:45,64.967,8.779,62.4104,62.4161
6/11/2021 17:00,64.979,8.779,62.4129,62.4278
6/11/2021 17:15,64.977,8.68,62.4201,62.4383
6/11/2021 17:30,64.974,8.581,62.4161,62.4348
6/11/2021 17:45,64.984,8.481,62.4278,62.4387
6/11/2021 18:00,64.982,8.382,62.4383,62.441
6/11/2021 18:15,64.979,8.282,62.4348,62.4388
6/11/2021 18:30,64.964,8.182,62.4387,62.4428
6/11/2021 18:45,65.015,8.182,62.441,62.4773
6/11/2021 19:00,65.038,8.082,62.4388,62.5051
6/11/2021 19:15,65.063,8.082,62.4428,62.5146
6/11/2021 19:30,65.061,7.983,62.4773,62.515
6/11/2021 19:45,65.073,7.983,62.5051,62.534
6/11/2021 20:00,65.099,7.983,62.5146,62.552
6/11/2021 20:15,65.096,7.882,62.515,62.5505
6/11/2021 20:30,65.096,7.882,62.534,62.5637
6/11/2021 20:45,65.109,7.882,62.552,62.5777
6/11/2021 21:00,65.109,7.882,62.5505,62.5837
6/11/2021 21:15,65.121,7.882,62.5637,62.5831
6/11/2021 21:30,65.119,7.782,62.5777,62.5802
6/11/2021 21:45,65.132,7.782,62.5837,62.5838
6/11/2021 22:00,65.119,7.782,62.5831,62.5912
6/11/2021 22:15,65.144,7.782,62.5802,62.6004
6/11/2021 22:30,65.144,7.782,62.5838,62.6113
6/11/2021 22:45,65.167,7.682,62.5912,62.6107
6/11/2021 23:00,65.142,7.682,62.6004,62.6028
6/11/2021 23:15,65.142,7.682,62.6113,62.5949
6/11/2021 23:30,65.129,7.682,62.6107,62.5939
6/11/2021 23:45,65.114,7.582,62.6028,62.5826
6/12/2021 0:00,65.101,7.582,62.5949,62.5609
6/12/2021 0:15,65.086,7.481,62.5939,62.5581
6/12/2021 0:30,65.099,7.481,62.5826,62.5514
6/12/2021 0:45,65.086,7.481,62.5609,62.5434
6/12/2021 1:00,65.061,7.481,62.5581,62.5263
6/12/2021 1:15,65.046,7.381,62.5514,62.5041
6/12/2021 1:30,65.02,7.381,62.5434,62.4936
6/12/2021 1:45,65.008,7.381,62.5263,62.4769
6/12/2021 2:00,64.995,7.381,62.5041,62.4609
6/12/2021 2:15,64.995,7.381,62.4936,62.4566
6/12/2021 2:30,64.982,7.381,62.4769,62.4474
6/12/2021 2:45,64.957,7.381,62.4609,62.4365
6/12/2021 3:00,64.957,7.381,62.4566,62.4285
6/12/2021 3:15,64.957,7.381,62.4474,62.428
6/12/2021 3:30,64.955,7.28,62.4365,62.4245
6/12/2021 3:45,64.942,7.28,62.4285,62.4166
6/12/2021 4:00,64.942,7.28,62.428,62.4042
6/12/2021 4:15,64.942,7.28,62.4245,62.4026
6/12/2021 4:30,64.929,7.28,62.4166,62.3966
6/12/2021 4:45,64.929,7.28,62.4042,62.3923
6/12/2021 5:00,64.929,7.28,62.4026,62.4044
6/12/2021 5:15,64.942,7.28,62.3966,62.4025
6/12/2021 5:30,64.955,7.28,62.3923,62.4146
6/12/2021 5:45,64.967,7.28,62.4044,62.4308
6/12/2021 6:00,64.965,7.179,62.4025,62.423
6/12/2021 6:15,64.965,7.179,62.4146,62.4363
6/12/2021 6:30,64.99,7.179,62.4308,62.456
6/12/2021 6:45,65.003,7.179,62.423,62.4766
6/12/2021 7:00,65.028,7.179,62.4363,62.4912
6/12/2021 7:15,65.041,7.179,62.456,62.5039
6/12/2021 7:30,65.053,7.179,62.4766,62.5155
6/12/2021 7:45,65.053,7.179,62.4912,62.5264
6/12/2021 8:00,65.053,7.179,62.5039,62.5277
6/12/2021 8:15,65.069,7.28,62.5155,62.5452
6/12/2021 8:30,65.069,7.28,62.5264,62.547
6/12/2021 8:45,65.081,7.28,62.5277,62.5555
6/12/2021 9:00,65.071,7.381,62.5452,62.5603
6/12/2021 9:15,65.074,7.481,62.547,62.5608
6/12/2021 9:30,65.101,7.582,62.5555,62.5747
6/12/2021 9:45,65.104,7.682,62.5603,62.5766
6/12/2021 10:00,65.106,7.782,62.5608,62.5821
6/12/2021 10:15,65.106,7.782,62.5747,62.5746
6/12/2021 10:30,65.109,7.882,62.5766,62.5774
6/12/2021 10:45,65.096,7.882,62.5821,62.5807
6/12/2021 11:00,65.096,7.882,62.5746,62.5726
6/12/2021 11:15,65.073,7.983,62.5774,62.5606
6/12/2021 11:30,65.076,8.082,62.5807,62.5602
6/12/2021 11:45,65.063,8.082,62.5726,62.5581
6/12/2021 12:00,65.066,8.182,62.5606,62.5542
6/12/2021 12:15,65.055,8.282,62.5602,62.543
6/12/2021 12:30,65.045,8.382,62.5581,62.5358
6/12/2021 12:45,65.045,8.382,62.5542,62.5306
6/12/2021 13:00,65.033,8.382,62.543,62.5116
6/12/2021 13:15,65,8.581,62.5358,62.4888
6/12/2021 13:30,65.002,8.68,62.5306,62.476
6/12/2021 13:45,64.979,8.779,62.5116,62.4562
6/12/2021 14:00,64.956,8.879,62.4888,62.4467
6/12/2021 14:15,64.956,8.879,62.476,62.4427
6/12/2021 14:30,64.934,8.978,62.4562,62.4176
6/12/2021 14:45,64.921,8.978,62.4467,62.4077
6/12/2021 15:00,64.898,9.077,62.4427,62.3881
6/12/2021 15:15,64.873,9.077,62.4176,62.3724
6/12/2021 15:30,64.885,9.077,62.4077,62.373
6/12/2021 15:45,64.885,9.077,62.3881,62.3682
6/12/2021 16:00,64.87,8.978,62.3724,62.3532
6/12/2021 16:15,64.858,8.978,62.373,62.3547
6/12/2021 16:30,64.87,8.978,62.3682,62.3556
6/12/2021 16:45,64.87,8.978,62.3532,62.3625
6/12/2021 17:00,64.883,8.978,62.3547,62.378
6/12/2021 17:15,64.896,8.978,62.3556,62.3926
6/12/2021 17:30,64.906,8.879,62.3625,62.4048
6/12/2021 17:45,64.916,8.779,62.378,62.4106
6/12/2021 18:00,64.913,8.68,62.3926,62.411
6/12/2021 18:15,64.926,8.68,62.4048,62.4056
6/12/2021 18:30,64.949,8.581,62.4106,62.428
6/12/2021 18:45,64.959,8.481,62.411,62.4488
6/12/2021 19:00,64.969,8.382,62.4056,62.4453
6/12/2021 19:15,64.969,8.382,62.428,62.4499
6/12/2021 19:30,64.979,8.282,62.4488,62.4544
6/12/2021 19:45,64.977,8.182,62.4453,62.4712
6/12/2021 20:00,65.002,8.182,62.4499,62.4771
6/12/2021 20:15,65.013,8.082,62.4544,62.4871
6/12/2021 20:30,65.025,8.082,62.4712,62.5012
6/12/2021 20:45,65.048,7.983,62.4771,62.5172
6/12/2021 21:00,65.048,7.983,62.4871,62.5196
6/12/2021 21:15,65.048,7.983,62.5012,62.5372
6/12/2021 21:30,65.058,7.882,62.5172,62.5349
6/12/2021 21:45,65.058,7.882,62.5196,62.5343
6/12/2021 22:00,65.033,7.882,62.5372,62.523
6/12/2021 22:15,65.056,7.782,62.5349,62.5325
6/12/2021 22:30,65.068,7.782,62.5343,62.5493
6/12/2021 22:45,65.056,7.782,62.523,62.5422
6/12/2021 23:00,65.068,7.782,62.5325,62.5509
6/12/2021 23:15,65.094,7.782,62.5493,62.5639
6/12/2021 23:30,65.079,7.682,62.5422,62.57
6/12/2021 23:45,65.079,7.682,62.5509,62.5561
6/13/2021 0:00,65.066,7.682,62.5639,62.5459
6/13/2021 0:15,65.053,7.682,62.57,62.5368
6/13/2021 0:30,65.066,7.682,62.5561,62.5237
6/13/2021 0:45,65.063,7.582,62.5459,62.5146
6/13/2021 1:00,65.089,7.582,62.5368,62.5047
6/13/2021 1:15,65.086,7.481,62.5237,62.4988
6/13/2021 1:30,65.099,7.481,62.5146,62.4894
6/13/2021 1:45,65.086,7.481,62.5047,62.4859
6/13/2021 2:00,65.112,7.481,62.4988,62.4757
6/13/2021 2:15,65.109,7.381,62.4894,62.4632
6/13/2021 2:30,65.122,7.381,62.4859,62.4574
6/13/2021 2:45,65.155,7.179,62.4757,62.4547
6/13/2021 3:00,65.165,7.079,62.4632,62.4516
6/13/2021 3:15,65.19,7.079,62.4574,62.4544
6/13/2021 3:30,65.2,6.978,62.4547,62.4465
6/13/2021 3:45,65.198,6.877,62.4516,62.443
6/13/2021 4:00,65.195,6.775,62.4544,62.4421
6/13/2021 4:15,65.206,6.674,62.4465,62.4464
6/13/2021 4:30,65.228,6.573,62.443,62.4555
6/13/2021 4:45,65.228,6.573,62.4421,62.4565
6/13/2021 5:00,65.239,6.471,62.4464,62.4561
6/13/2021 5:15,65.251,6.471,62.4555,62.4596
6/13/2021 5:30,65.276,6.471,62.4565,62.4619
6/13/2021 5:45,65.312,6.37,62.4561,62.4763
6/13/2021 6:00,65.363,6.37,62.4596,62.4823
6/13/2021 6:15,65.401,6.37,62.4619,62.4866
6/13/2021 6:30,65.401,6.37,62.4763,62.4914
6/13/2021 6:45,65.401,6.37,62.4823,62.4947
6/13/2021 7:00,65.439,6.37,62.4866,62.5094
6/13/2021 7:15,65.439,6.37,62.4914,62.5145
6/13/2021 7:30,65.451,6.37,62.4947,62.5315
6/13/2021 7:45,65.489,6.37,62.5094,62.5437
6/13/2021 8:00,65.489,6.37,62.5145,62.557
6/13/2021 8:15,65.517,6.471,62.5315,62.5686
6/13/2021 8:30,65.542,6.471,62.5437,62.567
6/13/2021 8:45,65.58,6.471,62.557,62.571
6/13/2021 9:00,65.583,6.573,62.5686,62.57
6/13/2021 9:15,65.611,6.674,62.567,62.5815
6/13/2021 9:30,65.6,6.775,62.571,62.5905
6/13/2021 9:45,65.616,6.877,62.57,62.5962
6/13/2021 10:00,65.605,6.978,62.5815,62.5933
6/13/2021 10:15,65.57,7.079,62.5905,62.5973
6/13/2021 10:30,65.6,7.28,62.5962,62.6026
6/13/2021 10:45,65.577,7.381,62.5933,62.5959
6/13/2021 11:00,65.557,7.582,62.5973,62.5886
6/13/2021 11:15,65.56,7.682,62.6026,62.5934
6/13/2021 11:30,65.565,7.882,62.5959,62.595
6/13/2021 11:45,65.532,8.082,62.5886,62.5776
6/13/2021 12:00,65.511,8.282,62.5934,62.5653
6/13/2021 12:15,65.506,8.581,62.595,62.5535
6/13/2021 12:30,65.501,8.879,62.5776,62.543
6/13/2021 12:45,65.473,9.275,62.5653,62.5281
6/13/2021 13:00,65.453,9.472,62.5535,62.5254
6/13/2021 13:15,65.447,9.768,62.543,62.5212
6/13/2021 13:30,65.43,10.063,62.5281,62.5044
6/13/2021 13:45,65.422,10.259,62.5254,62.4897
6/13/2021 14:00,65.422,10.259,62.5212,62.4876
6/13/2021 14:15,65.402,10.455,62.5044,62.475
6/13/2021 14:30,65.391,10.553,62.4897,62.4702
6/13/2021 14:45,65.379,10.553,62.4876,62.4533
6/13/2021 15:00,65.353,10.553,62.475,62.4476
6/13/2021 15:15,65.364,10.455,62.4702,62.4489
6/13/2021 15:30,65.361,10.357,62.4533,62.4489
6/13/2021 15:45,65.346,10.259,62.4476,62.4428
6/13/2021 16:00,65.354,10.063,62.4489,62.4447
6/13/2021 16:15,65.351,9.965,62.4489,62.4463
6/13/2021 16:30,65.323,9.866,62.4428,62.4455
6/13/2021 16:45,65.336,9.866,62.4447,62.4427
6/13/2021 17:00,65.333,9.768,62.4463,62.4511
6/13/2021 17:15,65.344,9.669,62.4455,62.4524
6/13/2021 17:30,65.328,9.571,62.4427,62.4569
6/13/2021 17:45,65.341,9.571,62.4511,62.4635
6/13/2021 18:00,65.364,9.472,62.4524,62.4715
6/13/2021 18:15,65.349,9.373,62.4569,62.48
6/13/2021 18:30,65.346,9.275,62.4635,62.4916
6/13/2021 18:45,65.369,9.176,62.4715,62.4943
6/13/2021 19:00,65.367,9.077,62.48,62.5063
6/13/2021 19:15,65.392,9.077,62.4916,62.5159
6/13/2021 19:30,65.377,8.978,62.4943,62.5283
6/13/2021 19:45,65.387,8.879,62.5063,62.5401
6/13/2021 20:00,65.387,8.879,62.5159,62.5423
6/13/2021 20:15,65.384,8.779,62.5283,62.5618
6/13/2021 20:30,65.41,8.779,62.5401,62.57
6/13/2021 20:45,65.407,8.68,62.5423,62.5852
6/13/2021 21:00,65.42,8.68,62.5618,62.5894
6/13/2021 21:15,65.407,8.68,62.57,62.5927
6/13/2021 21:30,65.405,8.581,62.5852,62.5873
6/13/2021 21:45,65.392,8.581,62.5894,62.5919
6/13/2021 22:00,65.415,8.481,62.5927,62.5963
6/13/2021 22:15,65.402,8.481,62.5873,62.6048
6/13/2021 22:30,65.4,8.382,62.5919,62.5941
6/13/2021 22:45,65.425,8.382,62.5963,62.6037
6/13/2021 23:00,65.425,8.382,62.6048,62.6016
6/13/2021 23:15,65.423,8.282,62.5941,62.6074
6/13/2021 23:30,65.423,8.282,62.6037,62.6075
6/13/2021 23:45,65.395,8.182,62.6016,62.6041
6/14/2021 0:00,65.382,8.182,62.6074,62.5908
6/14/2021 0:15,65.37,8.182,62.6075,62.5789
6/14/2021 0:30,65.342,8.082,62.6041,62.5631
6/14/2021 0:45,65.329,8.082,62.5908,62.5471
6/14/2021 1:00,65.316,8.082,62.5789,62.5416
6/14/2021 1:15,65.316,8.082,62.5631,62.5348
6/14/2021 1:30,65.304,8.082,62.5471,62.5318
6/14/2021 1:45,65.276,7.983,62.5416,62.5176
6/14/2021 2:00,65.263,7.983,62.5348,62.499
6/14/2021 2:15,65.238,7.983,62.5318,62.482
6/14/2021 2:30,65.223,7.882,62.5176,62.4693
6/14/2021 2:45,65.21,7.882,62.499,62.4582
6/14/2021 3:00,65.21,7.882,62.482,62.4566
6/14/2021 3:15,65.185,7.882,62.4693,62.4484
6/14/2021 3:30,65.195,7.782,62.4582,62.4448
6/14/2021 3:45,65.182,7.782,62.4566,62.4473
6/14/2021 4:00,65.195,7.782,62.4484,62.4404
6/14/2021 4:15,65.182,7.782,62.4448,62.447
6/14/2021 4:30,65.192,7.682,62.4473,62.4538
6/14/2021 4:45,65.18,7.682,62.4404,62.4496
6/14/2021 5:00,65.192,7.682,62.447,62.4634
6/14/2021 5:15,65.205,7.682,62.4538,62.4696
6/14/2021 5:30,65.192,7.682,62.4496,62.4789
6/14/2021 5:45,65.218,7.682,62.4634,62.4842
6/14/2021 6:00,65.228,7.582,62.4696,62.493
6/14/2021 6:15,65.215,7.582,62.4789,62.4995
6/14/2021 6:30,65.215,7.582,62.4842,62.5056
6/14/2021 6:45,65.241,7.582,62.493,62.5217
6/14/2021 7:00,65.241,7.582,62.4995,62.5242
6/14/2021 7:15,65.241,7.582,62.5056,62.531
6/14/2021 7:30,65.253,7.582,62.5217,62.5489
6/14/2021 7:45,65.268,7.682,62.5242,62.5655
6/14/2021 8:00,65.294,7.682,62.531,62.5796
6/14/2021 8:15,65.294,7.682,62.5489,62.5909
6/14/2021 8:30,65.309,7.782,62.5655,62.5987
6/14/2021 8:45,65.301,7.983,62.5796,62.5953
6/14/2021 9:00,65.316,8.082,62.5909,62.6055
6/14/2021 9:15,65.306,8.182,62.5987,62.6009
6/14/2021 9:30,65.296,8.282,62.5953,62.5995
6/14/2021 9:45,65.301,8.481,62.6055,62.6054
6/14/2021 10:00,65.306,8.68,62.6009,62.606
6/14/2021 10:15,65.301,8.978,62.5995,62.6144
6/14/2021 10:30,65.298,9.373,62.6054,62.6052
6/14/2021 10:45,65.268,9.669,62.606,62.597
6/14/2021 11:00,65.275,9.965,62.5626,
6/14/2021 11:15,65.267,10.161,62.6056,
6/14/2021 11:30,65.265,10.553,62.5973,
6/14/2021 11:45,65.211,10.944,62.5906,
6/14/2021 12:00,65.262,11.431,62.5775,
6/14/2021 12:15,65.234,11.334,62.5662,
6/14/2021 12:30,65.214,11.528,62.5505,
6/14/2021 12:45,65.216,11.625,62.546,
6/14/2021 13:00,65.191,11.625,62.5288,
6/14/2021 13:15,65.203,11.625,62.5189,
6/14/2021 13:30,65.188,11.528,62.5138,
6/14/2021 13:45,65.16,11.431,62.4933,
6/14/2021 14:00,65.145,11.334,62.481,
6/14/2021 14:15,65.117,11.236,62.4569,
6/14/2021 14:30,65.112,11.041,62.447,
6/14/2021 14:45,65.085,10.944,62.45,
6/14/2021 15:00,65.095,10.846,62.4329,
6/14/2021 15:15,65.095,10.846,62.4296,
6/14/2021 15:30,65.082,10.846,62.4272,
6/14/2021 15:45,65.08,10.748,62.4279,
6/14/2021 16:00,65.077,10.651,62.4195,
6/14/2021 16:15,65.062,10.553,62.4232,
6/14/2021 16:30,65.072,10.455,62.4229,
6/14/2021 16:45,65.07,10.357,62.4276,
6/14/2021 17:00,65.067,10.259,62.4241,
6/14/2021 17:15,65.09,10.161,62.4352,
6/14/2021 17:30,65.075,10.063,62.438,
6/14/2021 17:45,65.085,9.965,62.44,
6/14/2021 18:00,65.095,9.866,62.4464,
6/14/2021 18:15,65.105,9.768,62.4693,
6/14/2021 18:30,65.141,9.669,62.4917,
6/14/2021 18:45,65.138,9.571,62.4979,
6/14/2021 19:00,65.149,9.472,62.5052,
6/14/2021 19:15,65.171,9.373,62.525,
6/14/2021 19:30,65.169,9.275,62.5398,
6/14/2021 19:45,65.182,9.275,62.5473,
6/14/2021 20:00,65.192,9.176,62.5528,
6/14/2021 20:15,65.192,9.176,62.5645,
6/14/2021 20:30,65.202,9.077,62.5816,
6/14/2021 20:45,65.227,9.077,62.5941,
6/14/2021 21:00,65.215,9.077,62.5966,
6/14/2021 21:15,65.212,8.978,62.5914,
6/14/2021 21:30,65.212,8.978,62.5855,
6/14/2021 21:45,65.222,8.879,62.5978,
6/14/2021 22:00,65.21,8.879,62.5889,
6/14/2021 22:15,65.21,8.879,62.5956,
6/14/2021 22:30,65.222,8.879,62.6039,
6/14/2021 22:45,65.232,8.779,62.6134,
6/14/2021 23:00,65.245,8.779,62.6091,
6/14/2021 23:15,65.255,8.68,62.5992,
6/14/2021 23:30,65.268,8.68,62.5923,
6/14/2021 23:45,65.255,8.68,62.5827,
6/15/2021 0:00,65.243,8.68,62.5748,
6/15/2021 0:15,65.24,8.581,62.5745,
6/15/2021 0:30,65.228,8.581,62.5713,
6/15/2021 0:45,65.212,8.481,62.5478,
6/15/2021 1:00,65.212,8.481,62.5402,
6/15/2021 1:15,65.174,8.481,62.5162,
6/15/2021 1:30,65.174,8.481,62.5023,
6/15/2021 1:45,65.172,8.382,62.4979,
6/15/2021 2:00,65.147,8.382,62.4926,
6/15/2021 2:15,65.134,8.382,62.482,
6/15/2021 2:30,65.121,8.382,62.47,
6/15/2021 2:45,65.119,8.282,62.4601,
6/15/2021 3:00,65.119,8.282,62.4601,
6/15/2021 3:15,65.106,8.282,62.4646,
6/15/2021 3:30,65.131,8.282,62.4604,
6/15/2021 3:45,65.131,8.282,62.4644,
6/15/2021 4:00,65.131,8.282,62.4661,
6/15/2021 4:15,65.119,8.282,62.4593,
6/15/2021 4:30,65.131,8.282,62.4665,
6/15/2021 4:45,65.142,8.182,62.4711,
6/15/2021 5:00,65.154,8.182,62.4765,
6/15/2021 5:15,65.167,8.182,62.4901,
6/15/2021 5:30,65.18,8.182,62.5118,
6/15/2021 5:45,65.218,8.182,62.5145,
6/15/2021 6:00,65.24,8.082,62.5317,
6/15/2021 6:15,65.266,8.082,62.5378,
6/15/2021 6:30,65.291,8.082,62.5363,
6/15/2021 6:45,65.314,7.983,62.5488,
6/15/2021 7:00,65.327,7.983,62.5618,
6/15/2021 7:15,65.339,7.983,62.5782,
6/15/2021 7:30,65.365,7.983,62.5876,
6/15/2021 7:45,65.387,7.882,62.6015,
6/15/2021 8:00,65.387,7.882,62.605,
6/15/2021 8:15,65.377,7.983,62.6066,
6/15/2021 8:30,65.39,7.983,62.6107,
6/15/2021 8:45,65.377,7.983,62.6155,
6/15/2021 9:00,65.38,8.082,62.6189,
6/15/2021 9:15,65.405,8.082,62.629,
6/15/2021 9:30,65.392,8.082,62.6318,
6/15/2021 9:45,65.392,8.082,62.6347,
6/15/2021 10:00,65.407,8.182,62.6362,
6/15/2021 10:15,65.407,8.182,62.6428,
6/15/2021 10:30,65.435,8.282,62.6462,
6/15/2021 10:45,65.423,8.282,62.6469,
6/15/2021 11:00,65.435,8.282,62.6451,
6/15/2021 11:15,65.45,8.382,62.6406,
6/15/2021 11:30,65.478,8.481,62.6378,
6/15/2021 11:45,65.504,8.481,62.6367,
6/15/2021 12:00,65.504,8.481,62.6362,
6/15/2021 12:15,65.506,8.581,62.6325,
6/15/2021 12:30,65.544,8.581,62.6339,
6/15/2021 12:45,65.567,8.481,62.6206,
6/15/2021 13:00,65.569,8.581,62.5999,
6/15/2021 13:15,65.58,8.481,62.5936,
6/15/2021 13:30,65.569,8.581,62.5713,
6/15/2021 13:45,65.557,8.581,62.5666,
6/15/2021 14:00,65.521,8.68,62.5421,
6/15/2021 14:15,65.511,8.779,62.5263,
6/15/2021 14:30,65.488,8.879,62.5161,
6/15/2021 14:45,65.478,8.978,62.5082,
6/15/2021 15:00,65.455,9.077,62.5032,
6/15/2021 15:15,65.455,9.077,62.4937,
6/15/2021 15:30,65.43,9.077,62.4871,
6/15/2021 15:45,65.443,9.077,62.4794,
6/15/2021 16:00,65.443,9.077,62.4804,
6/15/2021 16:15,65.453,8.978,62.4816,
6/15/2021 16:30,65.453,8.978,62.4701,
6/15/2021 16:45,65.453,8.978,62.4725,
6/15/2021 17:00,65.465,8.978,62.4761,
6/15/2021 17:15,65.465,8.978,62.4741,
6/15/2021 17:30,65.465,8.978,62.4816,
6/15/2021 17:45,65.463,8.879,62.4816,
6/15/2021 18:00,65.46,8.779,62.4931,
6/15/2021 18:15,65.458,8.68,62.503,
6/15/2021 18:30,65.468,8.581,62.5104,
6/15/2021 18:45,65.501,8.382,62.5217,
6/15/2021 19:00,65.499,8.282,62.5402,
6/15/2021 19:15,65.509,8.182,62.552,
6/15/2021 19:30,65.534,8.182,62.5687,
6/15/2021 19:45,65.519,8.082,62.5721,
6/15/2021 20:00,65.506,8.082,62.5765,
6/15/2021 20:15,65.519,8.082,62.5851,
6/15/2021 20:30,65.516,7.983,62.5889,
6/15/2021 20:45,65.516,7.983,62.6059,
6/15/2021 21:00,65.529,7.983,62.6154,
6/15/2021 21:15,65.514,7.882,62.614,
6/15/2021 21:30,65.527,7.882,62.6152,
6/15/2021 21:45,65.537,7.782,62.6266,
6/15/2021 22:00,65.537,7.782,62.6285,
6/15/2021 22:15,65.511,7.782,62.6182,
6/15/2021 22:30,65.484,7.682,62.6061,
6/15/2021 22:45,65.496,7.682,62.6114,
6/15/2021 23:00,65.484,7.682,62.6076,
6/15/2021 23:15,65.484,7.682,62.6034,
6/15/2021 23:30,65.471,7.682,62.6008,
6/15/2021 23:45,65.471,7.682,62.6005,
6/16/2021 0:00,65.458,7.682,62.5978,
6/16/2021 0:15,65.446,7.682,62.5781,
6/16/2021 0:30,65.443,7.582,62.5721,
6/16/2021 0:45,65.418,7.582,62.5629,
6/16/2021 1:00,65.393,7.582,62.5548,
6/16/2021 1:15,65.393,7.582,62.5475,
6/16/2021 1:30,65.367,7.582,62.5362,
6/16/2021 1:45,65.355,7.582,62.5194,
6/16/2021 2:00,65.329,7.582,62.5084,
6/16/2021 2:15,65.317,7.582,62.4935,
6/16/2021 2:30,65.301,7.481,62.482,
6/16/2021 2:45,65.301,7.481,62.4824,
6/16/2021 3:00,65.289,7.481,62.4753,
