Device Name:,,OM-CP-VOLT101A,,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,,
Serial Number:,,R37298,,,,,,,,
Device ID:,,Box05,,,,,,,,
,,,,,,,,,,
,,Channel 1,,,,,,,,
6/18/2021,11:03:10 AM,179.43,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:15 AM,179.68,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:20 AM,179.43,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:25 AM,179.68,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:30 AM,179.43,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:35 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:40 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:45 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:50 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:03:55 AM,176.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:00 AM,176.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:05 AM,175.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:10 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:15 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:20 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:25 AM,174.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:30 AM,175.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:35 AM,164.39,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:40 AM,160.63,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:45 AM,158.13,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:50 AM,160.63,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:04:55 AM,161.88,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:00 AM,164.39,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:05 AM,174.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:10 AM,180.68,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:15 AM,183.19,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:20 AM,183.19,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:25 AM,183.44,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:30 AM,183.19,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:35 AM,183.44,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:40 AM,181.93,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:45 AM,182.18,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:50 AM,181.93,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:05:55 AM,182.18,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:00 AM,181.93,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:05 AM,182.18,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:10 AM,179.43,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:15 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:20 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:25 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:30 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:35 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:40 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:45 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:50 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:06:55 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:00 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:05 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:10 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:15 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:20 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:25 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:30 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:35 AM,177.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:40 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:45 AM,177.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:50 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:07:55 AM,177.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:00 AM,176.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:05 AM,176.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:10 AM,175.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:15 AM,176.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:20 AM,175.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:25 AM,176.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:30 AM,175.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:35 AM,176.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:40 AM,175.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:45 AM,176.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:50 AM,175.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:08:55 AM,174.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:00 AM,174.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:05 AM,174.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:10 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:15 AM,177.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:20 AM,175.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:25 AM,175.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:30 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:35 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:40 AM,176.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:45 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:50 AM,176.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:09:55 AM,177.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:00 AM,175.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:05 AM,175.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:10 AM,174.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:15 AM,174.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:20 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:25 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:30 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:35 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:40 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:45 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:50 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:10:55 AM,173.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:00 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:05 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:10 AM,173.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:15 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:20 AM,173.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:25 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:30 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:35 AM,171.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:40 AM,172.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:45 AM,171.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:50 AM,172.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:11:55 AM,171.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:00 AM,172.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:05 AM,171.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:10 AM,170.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:15 AM,170.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:20 AM,170.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:25 AM,170.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:30 AM,170.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:35 AM,170.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:40 AM,170.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:45 AM,170.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:50 AM,171.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:12:55 AM,171.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:00 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:05 AM,171.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:10 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:15 AM,171.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:20 AM,171.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:25 AM,170.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:30 AM,171.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:35 AM,170.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:40 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:45 AM,171.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:50 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:13:55 AM,171.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:00 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:05 AM,170.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:10 AM,171.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:15 AM,170.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:20 AM,172.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:25 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:30 AM,173.66,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:35 AM,174.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:40 AM,174.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:45 AM,174.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:50 AM,174.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:14:55 AM,174.41,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:00 AM,174.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:05 AM,173.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:10 AM,172.16,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:15 AM,171.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:20 AM,174.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:25 AM,176.92,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:30 AM,178.42,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:35 AM,178.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:40 AM,179.68,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:45 AM,183.44,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:50 AM,199.98,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:15:55 AM,267.89,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:00 AM,365.37,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:05 AM,444.56,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:10 AM,521.49,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:15 AM,554.57,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:20 AM,660.07,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:25 AM,718.71,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:30 AM,783.11,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:35 AM,824.71,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:40 AM,880.34,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:45 AM,923.7,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:50 AM,981.33,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:16:55 AM,1037.22,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:00 AM,1085.08,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:05 AM,1151.24,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:10 AM,1202.36,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:15 AM,1296.83,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:20 AM,1356.48,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:25 AM,1443.68,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:30 AM,1499.32,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:35 AM,1566.22,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:40 AM,1614.84,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:45 AM,1665.96,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:50 AM,1723.85,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:17:55 AM,1756.93,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:00 AM,1783.49,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:05 AM,1791.26,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:10 AM,1797.52,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:15 AM,1797.52,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:20 AM,1795.02,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:25 AM,1773.72,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:30 AM,1717.84,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:35 AM,1637.64,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:40 AM,1599.3,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:45 AM,1541.67,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:50 AM,1508.34,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:18:55 AM,1450.45,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:00 AM,1428.65,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:05 AM,1393.56,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:10 AM,1379.53,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:15 AM,1354.22,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:20 AM,1323.65,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:25 AM,1292.32,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:30 AM,1258.74,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:35 AM,1245.71,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:40 AM,1229.17,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:45 AM,1219.15,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:50 AM,1207.62,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:19:55 AM,1196.35,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:00 AM,1172.29,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:05 AM,1160.76,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:10 AM,1134.45,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:15 AM,1117.91,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:20 AM,1102.87,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:25 AM,1090.34,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:30 AM,1082.57,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:35 AM,1072.55,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:40 AM,1072.55,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:45 AM,1102.87,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:50 AM,1144.47,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,11:20:55 AM,1210.13,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:00 AM,1257.24,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:05 AM,1304.85,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:10 AM,1356.48,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:15 AM,1387.05,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:20 AM,1433.41,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:25 AM,1468.99,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:30 AM,1516.86,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:35 AM,1538.66,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:40 AM,1569.98,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:45 AM,1595.54,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:50 AM,1635.64,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:21:55 AM,1660.95,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:00 AM,1674.98,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:05 AM,1726.36,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:10 AM,1749.41,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:15 AM,1791.26,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:20 AM,1802.29,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:25 AM,1858.17,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:30 AM,1893.25,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:35 AM,1935.35,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:40 AM,1971.69,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:45 AM,2030.08,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:50 AM,2073.93,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:22:55 AM,2100.75,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:00 AM,2139.34,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:05 AM,2158.88,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:10 AM,2198.73,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:15 AM,2229.8,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:20 AM,2270.65,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:25 AM,2285.43,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:30 AM,2293.45,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:35 AM,2343.57,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:40 AM,2388.18,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:45 AM,2434.04,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:50 AM,2453.84,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:23:55 AM,2476.14,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:00 AM,2491.68,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:05 AM,2506.46,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:10 AM,2526.01,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:15 AM,2560.59,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:20 AM,2577.38,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:25 AM,2601.19,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:30 AM,2610.21,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:35 AM,2611.21,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:40 AM,2610.71,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:45 AM,2613.72,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:50 AM,2618.23,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:24:55 AM,2636.52,1,Main stem,1,NA,NA,NA,NA,
6/18/2021,11:25:00 AM,2660.08,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:05 AM,2670.6,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:10 AM,2687.64,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:15 AM,2703.18,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:20 AM,2725.73,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:25 AM,2750.79,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:30 AM,2759.81,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:35 AM,2768.83,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:40 AM,2788.88,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:45 AM,2821.96,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:50 AM,2833.24,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:25:55 AM,2842.01,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:26:00 AM,2850.53,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:26:05 AM,2872.33,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
6/18/2021,11:26:10 AM,2886.87,1,Main stem,1,-0.328370109,-78.20056256,NA,NA,
